BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2016;300788502;300788486;M1140;;4;1.9;0;1;;
PERINAT_P;2016;300788502;300788486;M2050;9;1;9.3;1;1;;
PERINAT_P;2016;300788502;300788486;N2340;2;1;2.69;;;;
PERINAT_P;2016;300788502;300788486;N2700;;2;0.31;;;;
PERINAT_P;2016;300788502;300788486;N2800;9;15;17.79;;;;
PERINAT_P;2016;300788502;300788486;N280H;9;15;11.23;;;;
PERINAT_P;2016;300788502;300788486;N3120;;1;0.33;;;;
PERINAT_P;2016;310009279;310780671;M1030;4;;4.26;0;1;0;0
PERINAT_P;2016;310009279;310780671;M1140;;2;0.31;0;1;;
PERINAT_P;2016;310009279;310780671;M2050;1;1;2.22;0;1;;
PERINAT_P;2016;310009279;310780671;N2700;;1;0.08;;;;
PERINAT_P;2016;310009279;310780671;N2800;14;3;14.72;;;;
PERINAT_P;2016;310009279;310780671;N280H;14;3;14.72;;;;
PERINAT_P;2016;310016977;310781406;M1140;6;9;10.44;1;1;;
PERINAT_P;2016;310016977;310781406;M2050;5;23;6.34;;;;
PERINAT_P;2016;310016977;310781406;MIVG;;6;0.56;;;;
PERINAT_P;2016;310016977;310781406;N2340;56;43;85.96;;;;
PERINAT_P;2016;310016977;310781406;N2700;;4;1.65;;;;
PERINAT_P;2016;310016977;310781406;N2800;73;34;94.33;;;;
PERINAT_P;2016;310016977;310781406;N280H;31;25;44.41;;;;
PERINAT_P;2016;310026083;310026075;M1030;4;;4;1;1;1;0
PERINAT_P;2016;310026083;310026075;M1140;8;;8;0;1;;
PERINAT_P;2016;310026083;310026075;M2050;14;3;16;1;1;;
PERINAT_P;2016;310026083;310026075;MIVG;20;;20;;;;
PERINAT_P;2016;310026083;310026075;N2340;13;4;15.8;;;;
PERINAT_P;2016;310026083;310026075;N2700;;1;0.5;;;;
PERINAT_P;2016;310026083;310026075;N2800;28;9;33.9;;;;
PERINAT_P;2016;310026083;310026075;N3120;;1;0.1;;;;
PERINAT_P;2016;310780101;310000039;N2340;2;2;2.7;;;;
PERINAT_P;2016;310780101;310000039;N2800;7;1;8.12;;;;
PERINAT_P;2016;310780101;310000039;N280H;7;1;8.12;;;;
PERINAT_P;2016;310780283;310000112;M1030;17;;17;1;1;;0
PERINAT_P;2016;310780283;310000112;M1140;4;;4;0;1;;
PERINAT_P;2016;310780283;310000112;M2050;6;;6;0;1;;
PERINAT_P;2016;310780283;310000112;N2340;5;;5;;;;
PERINAT_P;2016;310780283;310000112;N2700;1;;0.5;;;;
PERINAT_P;2016;310780283;310000112;N2800;5;9;9.33;;;;
PERINAT_P;2016;310780283;310000112;N280H;1;;1;;;;
PERINAT_P;2016;310780382;310000179;M1030;;;;1;0;0;0
PERINAT_P;2016;310780382;310000179;M1140;6;2;7;0;1;;
PERINAT_P;2016;310780382;310000179;M2050;12;4;14;0;1;;
PERINAT_P;2016;310780382;310000179;N2340;15;3;17.21;;;;
PERINAT_P;2016;310780382;310000179;N2800;24;16;36.38;;;;
PERINAT_P;2016;310780382;310000179;N3120;;1;0.15;;;;
PERINAT_P;2016;310781067;310788898;M1030;6;5;4;1;;;
PERINAT_P;2016;310781067;310788898;M1140;;6;2.74;0;1;;
PERINAT_P;2016;310781067;310788898;M2050;9;4;9.44;1;;;
PERINAT_P;2016;310781067;310788898;MIVG;;1;0.25;;;;
PERINAT_P;2016;310781067;310788898;N2340;7;3;5.74;;;;
PERINAT_P;2016;310781067;310788898;N2700;;1;0.5;;;;
PERINAT_P;2016;310781067;310788898;N2800;43;12;37.45;;;;
PERINAT_P;2016;310781067;310788898;N280H;43;9;35.45;;;;
PERINAT_P;2016;310781067;310788898;N3120;1;;1;;;;
PERINAT_P;2016;310781505;310000492;M1140;3;;3;;;;
PERINAT_P;2016;310781505;310000492;N2800;5;4;9.56;;;;
PERINAT_P;2016;310781505;310000492;N280H;1;;1;;;;
PERINAT_P;2016;320000086;320780117;M1030;2;;0.45;1;0;;
PERINAT_P;2016;320000086;320780117;M1140;4;2;4.7;0;1;;
PERINAT_P;2016;320000086;320780117;M2050;2;3;3.6;0;1;;
PERINAT_P;2016;320000086;320780117;N2340;6;;6;;;;
PERINAT_P;2016;320000086;320780117;N2700;;1;0.2;;;;
PERINAT_P;2016;320000086;320780117;N2800;14;8;20.2;;;;
PERINAT_P;2016;320000086;320780117;N3120;;1;0.2;;;;
PERINAT_P;2016;320780067;320000052;MIVG;;1;0.1;;;;
PERINAT_P;2016;330000340;330780552;M1140;5;4;3.86;0;1;;
PERINAT_P;2016;330000340;330780552;M2050;9;2;7.59;0;1;;
PERINAT_P;2016;330000340;330780552;N2340;17;4;7.12;;;;
PERINAT_P;2016;330000340;330780552;N2800;37;7;38.92;;;;
PERINAT_P;2016;330000340;330780552;N280H;36;4;22.09;;;;
PERINAT_P;2016;330000555;330781204;M1030;;;;1;0;0;
PERINAT_P;2016;330000555;330781204;M1140;3;;0.5;;1;;
PERINAT_P;2016;330000555;330781204;M2050;5;;4.9;;1;;
PERINAT_P;2016;330000555;330781204;MIVG;5;;0.2;;;;
PERINAT_P;2016;330000555;330781204;N2700;;3;0.4;;;;
PERINAT_P;2016;330000555;330781204;N2800;14;6;17.94;;;;
PERINAT_P;2016;330000555;330781204;N280H;14;6;15.44;;;;
PERINAT_P;2016;330000555;330781204;N3120;1;;0.15;;;;
PERINAT_P;2016;330000571;330781220;M2050;2;;1.19;0;1;;
PERINAT_P;2016;330000571;330781220;MIVG;1;;0.2;;;;
PERINAT_P;2016;330000571;330781220;N2340;;1;0.8;;;;
PERINAT_P;2016;330000571;330781220;N2700;;1;0.2;;;;
PERINAT_P;2016;330000571;330781220;N2800;13;4;6.36;;;;
PERINAT_P;2016;330000571;330781220;N280H;12;4;3.61;;;;
PERINAT_P;2016;330000571;330781220;N3120;1;;0.1;;;;
PERINAT_P;2016;330000589;330027509;M1030;4;0;0.18;0;1;;
PERINAT_P;2016;330000589;330027509;M1140;0;1;1.03;0;1;;
PERINAT_P;2016;330000589;330027509;M2050;4;2;4.21;0;1;;
PERINAT_P;2016;330000589;330027509;N2700;0;1;0.24;;;;
PERINAT_P;2016;330000589;330027509;N2800;7;14;15.15;;;;
PERINAT_P;2016;330000589;330027509;N280H;7;14;15.15;;;;
PERINAT_P;2016;330000597;330027509;M2050;0;1;0.3;0;0;;
PERINAT_P;2016;330000597;330027509;N2800;3;1;1.92;;;;
PERINAT_P;2016;330000597;330027509;N280H;3;1;1.92;;;;
PERINAT_P;2016;330000605;330781253;M1140;;8;2.35;1;0;;
PERINAT_P;2016;330000605;330781253;M2050;3;8;8.64;1;0;;
PERINAT_P;2016;330000605;330781253;MIVG;;3;0.4;;;;
PERINAT_P;2016;330000605;330781253;N2340;12;3;11.38;;;;
PERINAT_P;2016;330000605;330781253;N2700;;1;0.6;;;;
PERINAT_P;2016;330000605;330781253;N2800;19;14;28.88;;;;
PERINAT_P;2016;330780263;330000134;M1030;;11;3.3;1;0;0;0
PERINAT_P;2016;330780263;330000134;M1140;;5;2.5;0;1;;
PERINAT_P;2016;330780263;330000134;M2050;6;2;6.7;1;0;;
PERINAT_P;2016;330780263;330000134;MIVG;;1;0.2;;;;
PERINAT_P;2016;330780263;330000134;N2700;;1;0.75;;;;
PERINAT_P;2016;330780263;330000134;N2800;16;6;21.28;;;;
PERINAT_P;2016;330780263;330000134;N280H;3;;3;;;;
PERINAT_P;2016;330780263;330000134;N3120;;1;0.05;;;;
PERINAT_P;2016;330780479;330000274;M1030;;16;2.5;0;0;;
PERINAT_P;2016;330780479;330000274;M1140;2;3;4.2;0;1;;
PERINAT_P;2016;330780479;330000274;M2050;13;1;13.5;1;0;;
PERINAT_P;2016;330780479;330000274;N2340;6;;6;;;;
PERINAT_P;2016;330780479;330000274;N2700;;1;0.5;;;;
PERINAT_P;2016;330780479;330000274;N2800;24;5;27.92;;;;
PERINAT_P;2016;330780479;330000274;N280H;13;4;16;;;;
PERINAT_P;2016;330780479;330000274;N3120;;1;0.5;;;;
PERINAT_P;2016;330780495;330796392;M1030;;;;0;1;0;0
PERINAT_P;2016;330780495;330796392;M1140;;1;0.5;0;1;;
PERINAT_P;2016;330780495;330796392;M2050;3;;3;1;;;
PERINAT_P;2016;330780495;330796392;N2700;;1;0.1;;;;
PERINAT_P;2016;330780495;330796392;N2800;6;1;7.41;;;;
PERINAT_P;2016;330780495;330796392;N280H;1;;1;;;;
PERINAT_P;2016;330780495;330796392;N3120;;1;0.1;;;;
PERINAT_P;2016;330780503;330000308;M1140;;;;;1;;
PERINAT_P;2016;330780503;330000308;M2050;;;;;1;;
PERINAT_P;2016;330780503;330000308;N2800;9;2;10.09;;;;
PERINAT_P;2016;330780503;330000308;N280H;9;2;10.09;;;;
PERINAT_P;2016;330780537;330000324;M1030;4;;3;0;1;0;0
PERINAT_P;2016;330780537;330000324;M1140;;1;0.2;0;0;;
PERINAT_P;2016;330780537;330000324;M2050;5;;3.5;0;1;;
PERINAT_P;2016;330780537;330000324;MIVG;3;;3;;;;
PERINAT_P;2016;330780537;330000324;N2340;7;3;9.26;;;;
PERINAT_P;2016;330780537;330000324;N2800;8;2;8.67;;;;
PERINAT_P;2016;330780537;330000324;N280H;7;2;8.67;;;;
PERINAT_P;2016;330781360;330781196;M1030;;;0.84;0;0;;
PERINAT_P;2016;330781360;330781196;M1140;16;5;14.3;0;0;;
PERINAT_P;2016;330781360;330781196;M2050;28;14;20.55;0;0;;
PERINAT_P;2016;330781360;330781196;MIVG;2;5;2.16;;;;
PERINAT_P;2016;330781360;330781196;N2340;70;63;126.19;;;;
PERINAT_P;2016;330781360;330781196;N2700;;4;3.19;;;;
PERINAT_P;2016;330781360;330781196;N2800;72;55;117.31;;;;
PERINAT_P;2016;330781360;330781196;N3120;;1;0.12;;;;
PERINAT_P;2016;330782582;330000928;M1030;9;;9;1;0;0;1
PERINAT_P;2016;330782582;330000928;M1140;2;1;3;1;0;;
PERINAT_P;2016;330782582;330000928;M2050;7;1;8;0;1;;
PERINAT_P;2016;330782582;330000928;MIVG;2;1;3;;;;
PERINAT_P;2016;330782582;330000928;N2340;13;2;13.31;;;;
PERINAT_P;2016;330782582;330000928;N2700;;2;1.48;;;;
PERINAT_P;2016;330782582;330000928;N2800;11;5;13.9;;;;
PERINAT_P;2016;330782582;330000928;N280H;11;5;13.9;;;;
PERINAT_P;2016;330782582;330000928;N3120;;1;0.6;;;;
PERINAT_P;2016;340000033;340780055;M1030;1;;0.92;;;;
PERINAT_P;2016;340000033;340780055;M1140;7;;1.92;;;;
PERINAT_P;2016;340000033;340780055;M2050;5;;3.75;;;;
PERINAT_P;2016;340000033;340780055;MIVG;4;1;0.8;;;;
PERINAT_P;2016;340000033;340780055;N2340;3;5;7.57;;;;
PERINAT_P;2016;340000033;340780055;N2800;21;15;29.94;;;;
PERINAT_P;2016;340000033;340780055;N280H;14;;12.14;;;;
PERINAT_P;2016;340000033;340780055;N3120;2;1;1.6;;;;
PERINAT_P;2016;340000223;340011295;M1140;2;1;1.3;;;;
PERINAT_P;2016;340000223;340011295;M2050;4;0;3.1;;;;
PERINAT_P;2016;340000223;340011295;N2340;4;3;2.9;;;;
PERINAT_P;2016;340000223;340011295;N2800;14;2;13.69;;;;
PERINAT_P;2016;340000223;340011295;N280H;14;2;13.69;;;;
PERINAT_P;2016;340000223;340011295;N3120;1;0;0.22;;;;
PERINAT_P;2016;340009885;340009877;M1030;4;2;5;1;;1;
PERINAT_P;2016;340009885;340009877;M1140;0;9;2;0;;;
PERINAT_P;2016;340009885;340009877;M2050;;11;5.5;1;;;
PERINAT_P;2016;340009885;340009877;MIVG;;17;3.4;;;;
PERINAT_P;2016;340009885;340009877;N2700;;1;0.1;;;;
PERINAT_P;2016;340009885;340009877;N2800;11;11;17;;;;
PERINAT_P;2016;340009885;340009877;N280H;11;11;17;;;;
PERINAT_P;2016;340022979;340000306;M1030;5;2;6;1;1;1;1
PERINAT_P;2016;340022979;340000306;M1140;;11;6;1;1;;
PERINAT_P;2016;340022979;340000306;M2050;;32;16;1;1;;
PERINAT_P;2016;340022979;340000306;MIVG;;27;9;;;;
PERINAT_P;2016;340022979;340000306;N2340;5;3;7.32;;;;
PERINAT_P;2016;340022979;340000306;N2700;;1;0.44;;;;
PERINAT_P;2016;340022979;340000306;N2800;21;17;31.33;;;;
PERINAT_P;2016;340022979;340000306;N280H;10;8;16.23;;;;
PERINAT_P;2016;340022979;340000306;N3120;;1;0.5;;;;
PERINAT_P;2016;340780675;340000298;M1030;7;1;7.5;1;0;1;
PERINAT_P;2016;340780675;340000298;M1140;;8;4;1;0;;
PERINAT_P;2016;340780675;340000298;M2050;5;13;11.5;1;0;;
PERINAT_P;2016;340780675;340000298;MIVG;;16;8;;;;
PERINAT_P;2016;340780675;340000298;N2340;6;0;6;;;;
PERINAT_P;2016;340780675;340000298;N2700;;1;0.73;;;;
PERINAT_P;2016;340780675;340000298;N2800;19;8;23;;;;
PERINAT_P;2016;340780675;340000298;N280H;9;2;10.16;;;;
PERINAT_P;2016;340780675;340000298;N3120;;1;0.1;;;;
PERINAT_P;2016;340780717;340008150;M1030;2;2;3;;;;
PERINAT_P;2016;340780717;340008150;M1140;3;;3;;;;
PERINAT_P;2016;340780717;340008150;M2050;2;2;3.3;;;;
PERINAT_P;2016;340780717;340008150;MIVG;2;2;3;;;;
PERINAT_P;2016;340780717;340008150;N2700;;1;0.5;;;;
PERINAT_P;2016;340780717;340008150;N2800;4;4;6.26;;;;
PERINAT_P;2016;340780717;340008150;N280H;;;1;;;;
PERINAT_P;2016;340780717;340008150;N3120;;1;0.29;;;;
PERINAT_P;2016;340780741;340000348;M1030;3;;3;0;1;0;0
PERINAT_P;2016;340780741;340000348;M1140;3;;3;0;1;;
PERINAT_P;2016;340780741;340000348;M2050;3;;3;0;1;;
PERINAT_P;2016;340780741;340000348;MIVG;3;;3;;;;
PERINAT_P;2016;340780741;340000348;N2340;2;;2;;;;
PERINAT_P;2016;340780741;340000348;N2700;;1;0.17;;;;
PERINAT_P;2016;340780741;340000348;N2800;6;;5.78;;;;
PERINAT_P;2016;340780741;340000348;N280H;6;;5.78;;;;
PERINAT_P;2016;340796663;340780477;M1030;;8;0.12;1;1;0;0
PERINAT_P;2016;340796663;340780477;M1140;9;26;8.96;0;1;;
PERINAT_P;2016;340796663;340780477;M2050;1;15;4.19;1;1;;
PERINAT_P;2016;340796663;340780477;N2340;89;16;86.13;;;;
PERINAT_P;2016;340796663;340780477;N2700;3;3;3.25;;;;
PERINAT_P;2016;340796663;340780477;N2800;47;7;43.81;;;;
PERINAT_P;2016;340796663;340780477;N280H;45;6;42.53;;;;
PERINAT_P;2016;350000121;350000303;M1030;29;;29;1;;1;0
PERINAT_P;2016;350000121;350000303;M1140;5;;5;0;1;;
PERINAT_P;2016;350000121;350000303;M2050;12;;12;0;1;;
PERINAT_P;2016;350000121;350000303;N2340;5;4;7.9;;;;
PERINAT_P;2016;350000121;350000303;N2700;0;2;1.5;;;;
PERINAT_P;2016;350000121;350000303;N2800;15;12;23.57;;;;
PERINAT_P;2016;350000121;350000303;N3120;1;0;1;;;;
PERINAT_P;2016;350000139;350001137;M1030;12;1;13.67;1;1;1;0
PERINAT_P;2016;350000139;350001137;M1140;;8;4.91;1;;;
PERINAT_P;2016;350000139;350001137;M2050;11;8;11.99;1;1;;
PERINAT_P;2016;350000139;350001137;N2340;4;13;17.28;;;;
PERINAT_P;2016;350000139;350001137;N2700;1;2;2.31;;;;
PERINAT_P;2016;350000139;350001137;N2800;38;14;58.16;;;;
PERINAT_P;2016;350000147;350000022;M1030;;10;1;1;0;;
PERINAT_P;2016;350000147;350000022;M1140;;1;0.54;0;1;;
PERINAT_P;2016;350000147;350000022;M2050;;14;2.53;1;0;;
PERINAT_P;2016;350000147;350000022;MIVG;;2;0.3;;;;
PERINAT_P;2016;350000147;350000022;N2700;;1;0.62;;;;
PERINAT_P;2016;350000147;350000022;N2800;12;19;24.88;;;;
PERINAT_P;2016;350000147;350000022;N3120;;1;0.2;;;;
PERINAT_P;2016;350000154;350000030;M1030;1;4;0.31;1;0;0;0
PERINAT_P;2016;350000154;350000030;M1140;1;2;1.2;0;1;;
PERINAT_P;2016;350000154;350000030;M2050;3;;1.7;0;1;;
PERINAT_P;2016;350000154;350000030;MIVG;;2;0.12;;;;
PERINAT_P;2016;350000154;350000030;N2340;4;3;2.06;;;;
PERINAT_P;2016;350000154;350000030;N2800;17;6;15.57;;;;
PERINAT_P;2016;350000154;350000030;N280H;12;6;4.67;;;;
PERINAT_P;2016;350000162;350000048;M1140;1;0;0.1;0;1;;
PERINAT_P;2016;350000162;350000048;M2050;3;1;3.98;0;1;;
PERINAT_P;2016;350000162;350000048;MIVG;1;0;0.1;;;;
PERINAT_P;2016;350000162;350000048;N2800;10;10;17.02;;;;
PERINAT_P;2016;350000162;350000048;N280H;10;9;9.2;;;;
PERINAT_P;2016;350000162;350000048;N3120;0;0;0.04;;;;
PERINAT_P;2016;350000188;350000055;M1030;;;;0;1;0;0
PERINAT_P;2016;350000188;350000055;M1140;4;1;4.06;0;1;;
PERINAT_P;2016;350000188;350000055;M2050;3;;3;0;1;;
PERINAT_P;2016;350000188;350000055;N2700;1;;0.15;;;;
PERINAT_P;2016;350000188;350000055;N2800;6;4;8.31;;;;
PERINAT_P;2016;350000188;350000055;N280H;6;2;7.73;;;;
PERINAT_P;2016;350000741;350005179;M1030;;;;1;0;1;0
PERINAT_P;2016;350000741;350005179;M1140;;;;1;0;;
PERINAT_P;2016;350000741;350005179;M2050;;;;1;0;;
PERINAT_P;2016;350007084;350005179;M1030;5;1;5.96;1;0;0;0
PERINAT_P;2016;350007084;350005179;M1140;8;1;6.75;1;0;;
PERINAT_P;2016;350007084;350005179;M2050;25;7;11.74;1;0;;
PERINAT_P;2016;350007084;350005179;N2340;48;47;83;;;;
PERINAT_P;2016;350007084;350005179;N2700;;1;0.27;;;;
PERINAT_P;2016;350007084;350005179;N2800;43;44;74.65;;;;
PERINAT_P;2016;350007084;350005179;N280H;43;44;74.65;;;;
PERINAT_P;2016;360000038;360000046;M2050;;2;0.51;0;0;;
PERINAT_P;2016;360000038;360000046;N2800;2;1;2.8;;;;
PERINAT_P;2016;360000129;360000269;M2050;0;1;0.1;0;0;;
PERINAT_P;2016;360000137;360000053;M1030;;;;1;0;0;0
PERINAT_P;2016;360000137;360000053;M1140;;;0.2;0;1;;
PERINAT_P;2016;360000137;360000053;M2050;;;1.45;1;0;;
PERINAT_P;2016;360000137;360000053;MIVG;;;0.37;;;;
PERINAT_P;2016;360000137;360000053;N2800;15;5;12.26;;;;
PERINAT_P;2016;360000160;360000079;M1030;1;1;2.4;0;1;0;1
PERINAT_P;2016;360000160;360000079;M1140;;2;1.4;0;1;;
PERINAT_P;2016;360000160;360000079;M2050;;3;1.5;0;1;;
PERINAT_P;2016;360000160;360000079;N2700;;1;1;;;;
PERINAT_P;2016;360000160;360000079;N2800;7;;7;;;;
PERINAT_P;2016;360000160;360000079;N3120;;1;1;;;;
PERINAT_P;2016;370000499;370000481;M1030;7;;7;1;;0;
PERINAT_P;2016;370000499;370000481;M1140;16;12;18.2;1;0;;
PERINAT_P;2016;370000499;370000481;N2340;13;9;22.8;;;;
PERINAT_P;2016;370000531;370000606;M1030;0;0;0;0;1;;0
PERINAT_P;2016;370000531;370000606;M1140;1;1;1.2;0;0;;
PERINAT_P;2016;370000531;370000606;M2050;0;0;0.05;0;1;;
PERINAT_P;2016;370000531;370000606;N2800;13;5;14.96;;;;
PERINAT_P;2016;370000531;370000606;N280H;7;2;6.5;;;;
PERINAT_P;2016;370000861;370000481;M1030;6;;6;1;;;
PERINAT_P;2016;370000861;370000481;M1140;5;1;5.6;1;;;
PERINAT_P;2016;370000861;370000481;M2050;21;3;18.3;1;1;;
PERINAT_P;2016;370000861;370000481;MIVG;5;2;4.7;;;;
PERINAT_P;2016;370000861;370000481;N2340;2;5;6;;;;
PERINAT_P;2016;370000861;370000481;N2700;3;1;3.55;;;;
PERINAT_P;2016;370000861;370000481;N2800;50;43;68.87;;;;
PERINAT_P;2016;370000861;370000481;N280H;42;38;48.53;;;;
PERINAT_P;2016;370000879;370000564;M1140;;2;0.4;0;0;;
PERINAT_P;2016;370000879;370000564;M2050;2;1;1.9;0;0;;
PERINAT_P;2016;370000879;370000564;MIVG;;1;0.1;;;;
PERINAT_P;2016;370000879;370000564;N2800;5;4;7.35;;;;
PERINAT_P;2016;370000903;370000614;M2050;;1;0.2;;;;
PERINAT_P;2016;370000903;370000614;MIVG;;1;0.2;;;;
PERINAT_P;2016;370000903;370000614;N2800;;2;0.8;;;;
PERINAT_P;2016;370007569;370007528;M1030;;;;1;;1;
PERINAT_P;2016;370007569;370007528;M1140;3;;3;1;0;;
PERINAT_P;2016;370007569;370007528;M2050;13;;13;1;;;
PERINAT_P;2016;370007569;370007528;N2340;2;;2;;;;
PERINAT_P;2016;370007569;370007528;N2800;17;11;24.68;;;;
PERINAT_P;2016;380000026;380780031;M2050;;1;0.17;0;0;;
PERINAT_P;2016;380000026;380780031;N2800;;2;1.58;;;;
PERINAT_P;2016;380000034;380780049;M2050;3;;2.03;0;1;;
PERINAT_P;2016;380000034;380780049;MIVG;;3;1.81;;;;
PERINAT_P;2016;380000034;380780049;N2340;2;2;2.92;;;;
PERINAT_P;2016;380000034;380780049;N2800;13;10;20.23;;;;
PERINAT_P;2016;380000034;380780049;N280H;;;1;;;;
PERINAT_P;2016;380000042;380780056;M2050;;1;0.05;0;0;;
PERINAT_P;2016;380000042;380780056;N2800;;1;0.6;;;;
PERINAT_P;2016;380000067;380780080;M1030;1;;0.5;1;1;1;1
PERINAT_P;2016;380000067;380780080;M1140;8;2;9.89;1;0;;
PERINAT_P;2016;380000067;380780080;M2050;9;7;7.83;1;1;;
PERINAT_P;2016;380000067;380780080;MIVG;1;5;1.59;;;;
PERINAT_P;2016;380000067;380780080;N2340;36;34;59.39;;;;
PERINAT_P;2016;380000067;380780080;N2700;;2;1.2;;;;
PERINAT_P;2016;380000067;380780080;N2800;36;41;69.81;;;;
PERINAT_P;2016;380000091;380780171;M2050;;1;0.32;0;0;;
PERINAT_P;2016;380000091;380780171;N2800;1;1;1.77;;;;
PERINAT_P;2016;380000174;380781435;M1030;5;1;0.35;1;0;0;0
PERINAT_P;2016;380000174;380781435;M1140;6;2;2.26;1;0;;
PERINAT_P;2016;380000174;380781435;M2050;7;2;7.69;1;0;;
PERINAT_P;2016;380000174;380781435;MIVG;0;3;0.25;;;;
PERINAT_P;2016;380000174;380781435;N2340;1;1;3.11;;;;
PERINAT_P;2016;380000174;380781435;N2700;0;1;0.8;;;;
PERINAT_P;2016;380000174;380781435;N2800;31;10;38.49;;;;
PERINAT_P;2016;380000174;380781435;N280H;10;6;12.75;;;;
PERINAT_P;2016;380000174;380781435;N3120;2;1;0.91;;;;
PERINAT_P;2016;380000406;380784751;M1030;0;0;0;1;;0;
PERINAT_P;2016;380000406;380784751;M1140;0;0;0;0;1;;
PERINAT_P;2016;380000406;380784751;M2050;6;1;3.46;1;1;;
PERINAT_P;2016;380000406;380784751;MIVG;0;2;0.39;;;;
PERINAT_P;2016;380000406;380784751;N2340;2;4;4.56;;;;
PERINAT_P;2016;380000406;380784751;N2700;1;1;1.16;;;;
PERINAT_P;2016;380000406;380784751;N2800;3;10;8.77;;;;
PERINAT_P;2016;380000406;380784751;N280H;3;10;8.77;;;;
PERINAT_P;2016;380012658;380012609;M1030;;;;1;0;1;
PERINAT_P;2016;380012658;380012609;M1140;;8;1.6;0;1;;
PERINAT_P;2016;380012658;380012609;M2050;6;8;13;1;1;;
PERINAT_P;2016;380012658;380012609;MIVG;6;8;13;;;;
PERINAT_P;2016;380012658;380012609;N2340;1;4;3.9;;;;
PERINAT_P;2016;380012658;380012609;N2700;;1;0.33;;;;
PERINAT_P;2016;380012658;380012609;N2800;16;23;31.3;;;;
PERINAT_P;2016;380020123;690041611;M2050;1;;1;0;0;;
PERINAT_P;2016;380780197;380798173;M1030;11;2;12;1;;1;
PERINAT_P;2016;380780197;380798173;M1140;6;7;8.22;0;1;;
PERINAT_P;2016;380780197;380798173;M2050;4;1;4.2;1;;;
PERINAT_P;2016;380780197;380798173;N2340;5;2;6.68;;;;
PERINAT_P;2016;380780197;380798173;N2700;;2;0.45;;;;
PERINAT_P;2016;380780197;380798173;N2800;15;16;17.82;;;;
PERINAT_P;2016;380780197;380798173;N280H;10;14;9.63;;;;
PERINAT_P;2016;380780197;380798173;N3120;1;1;1.1;;;;
PERINAT_P;2016;380780288;380019224;M2050;;1;0.5;0;0;;
PERINAT_P;2016;380785956;380795211;M1030;;;;1;1;;
PERINAT_P;2016;380785956;380795211;M1140;;;;0;1;;
PERINAT_P;2016;380785956;380795211;M2050;;;;1;1;;
PERINAT_P;2016;380785956;380795211;N2340;1;;1;;;;
PERINAT_P;2016;380785956;380795211;N2700;;1;0.17;;;;
PERINAT_P;2016;380785956;380795211;N2800;8;9;14.26;;;;
PERINAT_P;2016;380785956;380795211;N280H;8;9;14.26;;;;
PERINAT_P;2016;380786442;380798025;M1030;19;;19;1;1;1;
PERINAT_P;2016;380786442;380798025;M1140;2;7;5.5;0;1;;
PERINAT_P;2016;380786442;380798025;M2050;15;1;15.5;1;1;;
PERINAT_P;2016;380786442;380798025;MIVG;8;;8;;;;
PERINAT_P;2016;380786442;380798025;N2340;5;5;8.23;;;;
PERINAT_P;2016;380786442;380798025;N2700;;2;0.5;;;;
PERINAT_P;2016;380786442;380798025;N2800;16;18;26.52;;;;
PERINAT_P;2016;380786442;380798025;N280H;5;3;6.36;;;;
PERINAT_P;2016;390000040;390780146;M1140;;4;3.6;0;1;;
PERINAT_P;2016;390000040;390780146;M2050;;4;0.55;0;1;;
PERINAT_P;2016;390000040;390780146;MIVG;;2;0.4;;;;
PERINAT_P;2016;390000040;390780146;N2340;;14;5.16;;;;
PERINAT_P;2016;390000040;390780146;N2800;1;29;19.56;;;;
PERINAT_P;2016;390000040;390780146;N280H;;30;13.77;;;;
PERINAT_P;2016;390000065;390780161;M2050;1;2;2.09;0;1;;
PERINAT_P;2016;390000065;390780161;N2800;8;5;12.09;;;;
PERINAT_P;2016;390000065;390780161;N280H;8;5;12.09;;;;
PERINAT_P;2016;390000222;390780609;M2050;5;2;5.9;;;;
PERINAT_P;2016;390000222;390780609;N2340;1;;0.5;;;;
PERINAT_P;2016;390000222;390780609;N2700;;;0.5;;;;
PERINAT_P;2016;390000222;390780609;N2800;6;4;9.27;;;;
PERINAT_P;2016;400000105;400780193;M1030;;6;0.53;1;0;0;
PERINAT_P;2016;400000105;400780193;M1140;2;5;0.5;0;1;;
PERINAT_P;2016;400000105;400780193;M2050;1;6;0.5;0;1;;
PERINAT_P;2016;400000105;400780193;MIVG;1;;0.67;;;;
PERINAT_P;2016;400000105;400780193;N2340;5;2;6.3;;;;
PERINAT_P;2016;400000105;400780193;N2700;;1;0.5;;;;
PERINAT_P;2016;400000105;400780193;N2800;10;14;21.05;;;;
PERINAT_P;2016;400000139;400011177;M1030;0;0;0;1;;;
PERINAT_P;2016;400000139;400011177;M1140;0;7;0.7;1;;;
PERINAT_P;2016;400000139;400011177;M2050;6;2;6.96;1;0;;
PERINAT_P;2016;400000139;400011177;N2340;8;7;14.01;;;;
PERINAT_P;2016;400000139;400011177;N2800;23;6;27.7;;;;
PERINAT_P;2016;400000139;400011177;N280H;0;17;11.07;;;;
PERINAT_P;2016;400000139;400011177;N3120;0;1;0.8;;;;
PERINAT_P;2016;400782769;400001764;M1140;;1;0.34;0;0;;
PERINAT_P;2016;400782769;400001764;M2050;;1;0.32;0;0;;
