BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCUNDC;ACCMU;ACCMUDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2017;730000031;730000015;TYPE3;;62;12;6;10;7;4021;247;458;6;193;15;249;10;18115;4802;1265;3310;3183;15500;634;4926;14;3118;18;65;5;6;;3302;13605;6593;57;150;0;1;401;472;152;41;;25;0;0
PERINAT;2017;730000080;730780103;TYPE1;;16;;;;2;353;48;0;0;0;0;0;0;1271;0;0;0;254;1170;62;354;0;254;2;0;0;4;0;255;3289;1342;18;2;0;1;77;86;59;1;;1;0;0
PERINAT;2017;730000098;730000015;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;912;5086;176;0;0;1;76;85;35;2;;0;0;0
PERINAT;2017;730000247;730780525;TYPE1;;12;;;;2;344;44;0;0;0;0;0;0;1236;0;0;0;243;1120;60;333;1;243;2;0;0;3;0;245;3739;1526;1;6;0;1;123;128;107;2;1;3;0;0
PERINAT;2017;730000262;730002839;TYPE2;;26;6;;;3;1213;116;509;13;0;0;0;0;4827;2573;0;0;878;4214;162;1018;5;861;6;17;0;5;;901;4181;4499;99;27;0;1;245;223;188;13;1;12;0;0
PERINAT;2017;740000237;740781133;TYPE2;;40;14;6;;5;3252;128;386;11;176;8;0;0;14854;4762;1420;0;2557;12965;517;3720;36;2490;31;67;2;9;;2656;4878;6736;;77;0;1;580;588;236;34;;36;0;0
PERINAT;2017;740000302;740781133;TYPE1;;20;;;;4;1314;162;0;0;0;0;0;0;4364;0;0;0;1018;4106;173;866;3;1018;2;0;0;30;0;1031;695;6128;;39;0;1;262;340;176;15;;1;0;0
PERINAT;2017;740000328;740790381;TYPE2;;26;6;;;4;1801;166;206;21;0;0;0;0;6271;1350;0;0;1367;5759;261;1359;1;1349;7;18;0;14;;1393;6906;11906;419;67;0;1;415;392;335;14;2;15;0;0
PERINAT;2017;740014345;740000617;TYPE1;;27;;;;6;1430;150;0;0;0;0;0;0;5369;0;0;0;1142;4954;302;1647;1;1129;6;13;0;14;;1155;;;;35;0;1;95;102;71;1;2;2;0;0
PERINAT;2017;740780424;740000120;TYPE1;;20;;;;4;1518;128;0;0;0;0;0;0;5299;0;0;0;1288;5074;230;1179;1;1276;9;12;0;10;;1312;;;;55;0;1;19;17;0;0;;12;0;0
PERINAT;2017;740781141;740790258;TYPE2;;35;12;;;7;2626;143;370;29;0;0;0;0;10081;3175;0;0;2084;8986;363;2139;11;2040;9;44;3;15;;2147;6129;47321;90;49;0;1;465;414;267;37;;13;1;511
PERINAT;2017;740781166;740001839;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;347;;;;0;;;;;;;0;
PERINAT;2017;740781224;740001839;TYPE2;;24;6;;;4;1584;199;173;30;0;0;0;0;5729;1123;0;0;1150;5051;180;1074;2;1136;8;14;1;10;;1170;4189;6701;117;37;0;1;281;287;244;8;;19;0;0
PERINAT;2017;750000523;750150120;TYPE2;;42;15;6;;6;4266;290;504;46;264;25;0;0;15823;4580;2541;0;3519;14643;589;3105;0;3475;19;44;1;20;;3567;;;;137;19;0;0;0;0;0;;8;0;0
PERINAT;2017;750100042;750712184;TYPE2;;42;9;;;5;3244;194;372;9;0;0;0;0;15123;2939;0;0;2394;12918;474;3666;4;2367;23;27;2;35;;2422;17467;14702;0;117;0;1;1045;1059;732;63;15;6;1;0
PERINAT;2017;750100075;750712184;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2393;;;0;0;1;631;636;247;39;15;0;0;0
PERINAT;2017;750100109;750712184;TYPE3;;64;26;15;8;7;4853;428;842;29;363;14;257;3;20225;8474;4702;2541;3535;17629;901;6389;22;3355;61;180;10;19;19;3748;10581;16836;73;187;1;1;441;445;190;54;40;75;0;0
PERINAT;2017;750100125;750712184;TYPE2;;34;9;;;5;3413;769;341;20;0;0;0;0;11616;2183;0;0;2228;10530;543;3116;6;2202;20;26;2;42;;2255;428189;11781;;95;1;1;1055;1072;430;83;;8;1;0
PERINAT;2017;750100166;750712184;TYPE3;INT;99;21;21;21;13;8564;1448;844;45;544;78;624;52;32664;6071;4408;7445;5297;27167;1262;9109;23;5067;93;230;10;6;;5647;25057;22924;;355;0;1;2083;1995;923;134;30;111;1;1089
PERINAT;2017;750100208;750712184;TYPE3;;45;23;24;16;6;4306;506;858;52;621;13;521;18;15758;6871;8027;5058;3159;14250;918;5194;6;2973;121;186;24;1;;3406;17463;20225;195;168;0;0;0;0;0;0;;114;0;0
PERINAT;2017;750100232;750712184;TYPE2;;37;9;3;;4;3404;476;423;20;118;10;0;0;13560;2887;825;0;2163;10831;478;3226;3;2127;22;36;1;27;;2209;;;;68;0;1;587;621;221;62;;9;1;320
PERINAT;2017;750100273;750712184;TYPE2;;52;6;;;7;3586;312;74;6;0;0;0;0;13853;426;0;0;2623;11910;643;3625;6;2591;17;32;2;58;9;2667;12263;11101;0;66;0;1;639;682;400;46;1;10;1;706
PERINAT;2017;750150013;750811887;TYPE1;;48;;;;8;3190;148;0;0;0;0;0;0;13755;0;0;0;2795;13160;419;2455;2;2791;7;4;0;17;0;2817;13361;15940;1415;50;0;1;1131;1226;361;162;45;35;1;823
PERINAT;2017;750150104;750720476;TYPE1;;30;;;;4;2348;124;0;0;0;0;0;0;8349;0;0;0;2059;7920;469;2141;4;2047;7;12;0;1;20;2074;13755;9236;563;147;0;1;379;415;140;22;;8;1;452
PERINAT;2017;750150260;750006728;TYPE1;;37;;;;5;2816;224;0;0;0;0;0;0;9344;0;0;0;2452;9116;513;2273;13;2443;8;9;0;25;;2465;7010;7998;245;129;35;0;0;0;0;0;;9;1;824
PERINAT;2017;750300410;750000770;TYPE1;;16;;;;4;995;138;0;0;0;0;0;0;3059;0;0;0;813;2960;173;827;0;812;0;1;0;5;;842;;;;79;0;1;190;196;1;10;;0;0;0
PERINAT;2017;750300667;750000838;TYPE2;;52;6;;;11;3063;64;247;0;0;0;0;0;16165;1807;0;0;2861;15647;775;5008;1;2817;4;44;1;12;;2905;;;;10;0;0;0;0;0;0;0;1;0;0
PERINAT;2017;750300840;750000903;TYPE1;;24;0;0;0;4;1644;442;0;0;0;0;0;0;4643;0;0;0;1086;4423;483;2150;0;1077;0;9;0;8;;1095;;;;42;0;1;72;63;25;0;4;0;1;1137
PERINAT;2017;750300931;750000978;TYPE1;;29;0;0;0;5;1610;232;0;0;0;0;0;0;5477;0;0;0;1303;5348;347;1767;1;1295;2;8;0;10;0;1311;;;;57;0;1;56;83;0;1;6;21;0;0
PERINAT;2017;750301145;750001042;;;2;;;;;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;271;163;179;1;;8;0;0
PERINAT;2017;750803447;750712184;;;0;;;;;15;4;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;252;269;0;45;0;2;0;0
PERINAT;2017;750803454;750712184;TYPE3;INT;56;18;18;12;7;5039;1008;871;34;484;43;640;58;17891;5360;3824;6385;2987;14695;523;3806;35;2843;63;144;18;1;;3171;11248;19969;72;311;0;1;82;96;3;18;1;100;0;0
PERINAT;2017;760000018;760780023;TYPE2;;15;6;;;3;1060;38;190;30;0;0;0;0;4573;1054;0;0;839;4011;192;1228;1;829;7;10;1;13;;857;1044;7483;;26;0;1;228;228;174;2;;3;0;0
PERINAT;2017;760000158;760780239;TYPE3;;66;20;20;8;6;4385;476;871;37;637;36;201;18;19558;5810;6920;1918;2776;16277;678;5916;18;2662;25;114;8;2;;2946;12641;12442;0;25;1;1;718;799;323;52;21;84;1;403
PERINAT;2017;760000182;760780262;TYPE2;;55;14;;;8;5320;1448;721;3;0;0;0;0;17711;4357;0;0;3207;15998;457;3019;1;3175;15;32;1;4;;3261;7960;14354;1016;33;125;1;667;649;349;35;31;21;0;0
PERINAT;2017;760000364;760780734;TYPE1;;19;;;;2;1036;159;0;0;0;0;0;0;3349;0;0;0;497;2523;107;764;0;496;2;1;0;6;;498;5385;4620;8;3;0;1;124;125;78;5;;1;0;0
PERINAT;2017;760000372;760780742;TYPE1;;18;;;;4;918;84;0;0;0;0;0;0;3360;0;0;0;715;3122;154;799;0;715;2;0;0;7;;719;6863;6215;669;5;0;1;143;143;106;4;;0;0;0
PERINAT;2017;760000463;760024042;TYPE2;;30;8;;;5;2245;175;296;21;0;0;0;0;8587;1243;0;0;1535;7328;263;1566;0;1517;11;18;0;9;;1562;8250;8446;1186;14;0;1;504;352;251;33;1;10;0;0
PERINAT;2017;760021329;760000448;TYPE1;;20;;;;4;919;98;0;0;0;0;0;0;3358;0;0;0;657;2949;143;816;0;650;1;7;1;12;0;665;;;;2;0;1;30;33;11;1;8;0;0;0
PERINAT;2017;760025312;760000315;TYPE2;;53;6;;;8;3131;147;242;7;0;0;0;0;13837;1568;0;0;2426;12074;507;3278;2;2390;15;36;1;14;;2470;;;;11;0;1;22;61;;;45;22;1;656
PERINAT;2017;760780197;760000117;TYPE1;;28;;;;4;670;71;0;0;0;0;0;0;2423;0;0;0;470;2134;91;554;0;463;0;7;1;3;;478;;;;6;0;1;32;21;15;0;;1;;0
PERINAT;2017;760780791;760000414;TYPE1;;1;;;;;26;18;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;84;110;38;17;;0;0;0
PERINAT;2017;760805770;760780726;TYPE3;;58;12;6;6;7;3797;221;543;22;163;18;166;15;16280;3746;1178;1779;3020;14414;574;3844;4;2956;21;64;2;3;;3096;6208;15507;459;29;172;1;550;574;407;53;7;29;1;246
PERINAT;2017;770000131;770021145;TYPE2;;15;6;0;0;2;1095;127;190;9;0;0;0;0;3290;1269;0;0;764;2823;140;683;8;756;4;8;0;5;;773;3296;1558;0;131;0;1;190;178;167;1;0;0;0;0
PERINAT;2017;770000149;770021152;TYPE2;;26;8;4;;4;2874;621;369;22;207;22;0;0;8722;2171;978;0;1878;7554;289;1727;11;1851;17;27;0;25;;1910;14768;7091;;246;0;1;364;373;317;16;;7;0;0
PERINAT;2017;770000156;770110054;TYPE2;;53;8;4;;6;3673;218;296;13;196;23;0;0;14290;2784;957;0;2795;12548;521;3372;2;2764;17;31;0;19;;2850;13078;11245;114;81;0;1;487;489;334;72;13;1;0;0
PERINAT;2017;770000164;770021152;TYPE1;;15;;;;2;956;70;0;0;0;0;0;0;3396;0;0;0;625;2746;137;805;5;618;4;7;1;3;;634;7813;3898;;13;0;1;246;181;216;10;;0;0;0
PERINAT;2017;770000172;770110070;TYPE2;;15;4;;;2;828;50;194;8;0;0;0;0;3163;1082;0;0;646;2822;132;806;2;639;1;7;0;5;;655;2720;6406;;17;0;1;32;47;14;1;;0;0;0
PERINAT;2017;770000446;770021145;TYPE3;;48;12;6;8;6;3763;123;320;15;145;3;212;6;15854;3203;1206;2152;3014;12670;720;4567;30;2947;22;67;3;13;;3081;6945;6045;0;399;5;1;563;536;240;80;1;6;0;0
PERINAT;2017;770019032;770021145;TYPE2;;47;9;6;0;7;4394;360;496;64;408;45;0;0;14479;3553;1494;0;3497;13020;673;3136;7;3454;21;43;2;31;;3553;7691;7373;0;582;17;1;486;561;176;19;16;0;0;0
PERINAT;2017;770300010;770004299;;;;0;0;0;0;12;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;10;40;1;1;;0;0;0
PERINAT;2017;770300192;770000313;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;2;1;0;0;;0;0;0
PERINAT;2017;770790707;770000719;TYPE1;;24;;;;4;765;59;0;0;0;0;0;0;3080;0;0;0;630;2727;138;760;0;628;3;2;0;7;;638;;;;8;0;1;230;183;57;3;;1;0;0
PERINAT;2017;780000287;780110011;TYPE2;;33;12;3;0;5;2842;191;391;9;144;18;0;0;10544;3592;802;0;2151;9348;506;2684;0;2112;9;39;1;18;;2191;17215;7412;100;17;117;1;406;484;315;21;2;1;0;0
PERINAT;2017;780000295;780002697;TYPE1;INT;15;0;0;0;3;1277;180;0;0;0;0;0;0;4213;0;0;0;984;3964;202;1036;8;979;4;5;0;10;;997;;;;26;0;1;189;186;102;14;;2;0;0
PERINAT;2017;780000311;780001236;TYPE3;INT;80;18;12;12;8;5238;322;441;2;197;2;521;181;23094;5778;1811;4515;4198;21448;1167;7348;14;4047;84;151;8;37;22;4391;3955;4525;0;174;1;1;251;230;97;55;25;96;0;0
PERINAT;2017;780000329;780110052;TYPE2;;24;6;;;4;1890;119;144;15;0;0;0;0;6608;979;0;0;1556;6118;288;1426;2;1543;4;13;2;12;0;1573;2490;3235;0;96;0;1;204;191;76;9;;1;0;0
PERINAT;2017;780000337;780001236;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;;413;;0;0;1;880;1111;728;26;25;0;0;0
PERINAT;2017;780018727;780018719;TYPE1;;26;;;;4;1008;60;0;0;0;0;0;0;4251;0;0;0;886;4089;236;1299;1;882;0;4;0;0;0;896;;;;5;0;1;2;2;0;0;;0;0;0
PERINAT;2017;780300208;780000576;TYPE1;;26;;;;4;889;53;0;0;0;0;0;0;3322;0;0;0;755;3137;189;906;2;741;2;14;0;1;;770;;;;11;0;1;21;15;0;5;;4;0;0
PERINAT;2017;780300323;780003679;TYPE2;;44;6;;;6;1642;102;106;0;0;0;0;0;6429;887;0;0;1389;6065;572;2875;14;1373;4;16;0;10;;1405;;;;11;0;0;0;0;0;0;;0;0;0
PERINAT;2017;780300406;780018032;TYPE2;;26;6;;;5;1425;116;108;3;0;0;0;0;5658;901;0;0;1149;5237;306;1686;3;1132;4;17;0;6;;1166;;;;8;0;1;46;26;35;2;;0;1;333
PERINAT;2017;780300422;780002259;TYPE2;;28;6;;;4;1164;67;87;0;0;0;0;0;4824;911;0;0;827;3813;196;1143;1;821;2;6;0;2;;833;;;;5;0;0;0;13;0;0;;0;0;0
PERINAT;2017;780800256;780110078;TYPE2;;42;10;6;;6;3028;227;494;11;60;3;0;0;11021;3461;664;0;2345;9994;449;2419;1;2310;12;35;1;14;;2380;11514;3687;313;87;0;1;742;710;543;29;;19;0;0
PERINAT;2017;790000087;790000012;TYPE2;;33;10;4;;11;1951;139;315;26;206;54;0;0;7618;3217;482;0;1533;6967;258;1567;1;1504;14;29;1;9;;1562;2253;6346;2561;26;0;1;414;417;298;26;8;4;0;0
PERINAT;2017;790000095;790006654;TYPE2;;18;4;0;0;3;1123;183;160;8;0;0;0;0;3764;1019;0;0;794;3453;102;672;0;786;5;8;0;5;0;812;7030;3934;85;44;0;1;111;109;54;5;2;9;0;0
PERINAT;2017;790000103;790006654;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;978;1187;0;0;0;0;0;;0;0;0;0;0;0
PERINAT;2017;790003537;790006654;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1037;3022;0;0;0;0;0;0;0;0;0;0;0;0
PERINAT;2017;790009948;790001242;TYPE1;;16;;;;3;594;39;0;0;0;0;0;0;2218;0;0;0;483;2038;73;373;0;481;1;2;0;2;;485;;;;8;0;1;60;80;40;2;;0;0;0
PERINAT;2017;800000143;800000028;TYPE2;;25;6;0;0;3;1389;134;156;9;0;0;0;0;5326;1275;0;0;969;4641;150;918;0;954;2;15;1;6;;989;;;72;5;0;1;233;252;102;13;;10;0;0
PERINAT;2017;800000200;800000051;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2017;800000226;800000069;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;108;1107;57;0;0;1;14;34;14;0;;0;0;0
PERINAT;2017;800000432;800000093;TYPE1;;15;0;0;0;2;631;54;0;0;0;0;0;0;2305;0;0;0;430;2029;105;578;0;428;0;2;0;11;0;435;9017;2421;5;5;0;1;83;118;64;2;0;0;0;0
PERINAT;2017;800006124;800000044;TYPE3;INT;46;10;15;10;6;3250;226;466;28;432;19;252;7;14277;3126;4761;3033;2320;11585;426;3087;77;2260;55;60;1;0;0;2419;18414;5535;128;17;2;1;1100;1125;809;139;11;36;1;296
PERINAT;2017;800009920;800003071;TYPE2;;61;12;;;6;2997;255;421;4;0;0;0;0;13311;2882;0;0;2210;11320;482;3156;0;2188;17;22;0;12;;2242;;;;13;0;0;0;0;0;0;;17;1;483
PERINAT;2017;810000224;810000471;TYPE1;;18;;;;3;453;34;0;0;0;0;0;0;1809;0;0;0;337;1500;67;359;1;336;3;1;0;2;;342;;;;4;0;1;94;113;67;0;;6;0;0
PERINAT;2017;810000505;810000331;TYPE2;;24;6;;;4;1506;97;212;24;0;0;0;0;5918;1374;0;0;1153;5191;215;1279;0;1135;10;18;0;18;;1175;7186;8027;88;18;0;1;364;328;202;34;4;1;0;0
PERINAT;2017;810000521;810000380;TYPE2;;28;6;;;4;1738;175;202;20;0;0;0;0;6643;1724;0;0;1252;5755;196;1264;2;1236;6;16;1;15;2;1274;3620;5091;1102;25;0;1;366;424;259;23;;54;0;0
PERINAT;2017;810000562;810000455;TYPE1;;17;;;;2;794;78;0;0;0;0;0;0;2710;0;0;0;622;2537;87;481;0;618;2;4;0;7;;631;6295;3645;573;17;0;1;173;167;104;8;;4;0;0
PERINAT;2017;820000032;820000016;TYPE2;;23;12;0;0;2;1275;74;256;20;0;0;0;0;4991;2205;0;0;921;4305;249;1559;13;904;6;17;2;14;0;945;5041;5242;40;46;0;1;75;114;50;4;2;8;0;0
PERINAT;2017;820000040;820000081;TYPE1;;15;;;;3;891;143;0;0;0;0;0;0;2723;0;0;0;589;2426;150;758;0;589;2;0;0;10;;618;;;;18;0;1;454;436;322;12;;2;0;0
PERINAT;2017;820000057;820000131;TYPE1;;19;;;;3;813;75;0;0;0;0;0;0;2844;0;0;0;651;2668;144;773;1;640;3;11;0;2;;663;;;;16;0;1;167;179;112;4;;2;0;0
PERINAT;2017;830000279;830100517;TYPE1;;15;;;;2;973;68;0;0;0;0;0;0;3368;0;0;0;713;2957;104;582;0;707;2;6;0;3;3;719;5669;1294;;14;0;1;329;324;242;14;;0;0;0
PERINAT;2017;830000287;830100525;TYPE2;;21;4;;;3;1490;208;152;13;0;0;0;0;5127;1003;0;0;1063;4622;232;1245;4;1046;6;17;1;5;0;1082;11382;6502;516;66;0;1;468;471;309;33;;1;0;0
PERINAT;2017;830000295;830100533;TYPE1;;20;0;0;0;4;1219;118;0;0;0;0;0;0;4531;0;0;0;918;4086;168;926;1;911;1;7;0;16;0;940;8945;2898;468;12;0;1;284;255;150;5;1;0;0;0
PERINAT;2017;830000311;830100566;TYPE2;;26;9;;;3;1739;120;186;6;0;0;0;0;6305;1609;0;0;1278;5380;217;1269;3;1264;4;14;0;4;;1299;5342;3525;;115;1;1;356;338;190;33;;61;0;0
PERINAT;2017;830000337;830100590;TYPE1;;15;;;;3;622;60;0;0;0;0;0;0;2215;0;0;0;454;1995;107;541;0;451;1;3;0;6;0;457;544;1972;483;10;0;1;122;165;89;3;2;5;0;0
PERINAT;2017;830000345;830100616;TYPE2;;44;12;6;;6;4231;437;776;8;400;22;0;0;14971;4924;2133;0;3043;12786;514;2940;14;2971;30;72;4;13;1;3139;10977;5083;151;173;2;1;533;530;214;88;1;23;0;0
PERINAT;2017;830100251;830000063;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;43;34;30;2;;0;0;0
PERINAT;2017;830100434;830000196;TYPE1;;27;;;;4;2699;987;0;0;0;0;0;0;7429;0;0;0;1538;6879;397;2185;0;1526;6;12;0;9;;1555;;;;14;0;1;848;1061;600;28;;19;0;0
PERINAT;2017;830100459;830000212;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;44;68;7;3;;0;1;243
PERINAT;2017;830100608;830100616;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2785;4423;15;0;0;1;151;;79;0;;0;0;0
PERINAT;2017;840000285;840000608;TYPE2;;35;6;;;4;1732;181;188;2;0;0;0;0;6943;1197;0;0;1335;6201;380;2220;12;1310;0;25;0;6;;1361;;;;25;0;1;257;332;187;1;;3;1;404
PERINAT;2017;840000343;840000012;CPPR;;0;;;;0;21;18;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;53;104;53;0;;0;0;0
PERINAT;2017;840000392;840000046;TYPE1;;19;;;;4;1463;102;0;0;0;0;0;0;5604;0;0;0;1106;4861;195;1208;0;1095;4;11;0;12;;1111;3275;4809;11;23;0;1;235;319;84;26;6;3;0;0
PERINAT;2017;840000418;840004659;TYPE1;;18;;;;3;937;122;0;0;0;0;0;0;3058;0;0;0;609;2637;142;819;0;605;6;4;0;5;;615;2240;2749;194;10;0;1;237;270;182;0;2;0;0;0
PERINAT;2017;840000483;840000087;TYPE1;;25;;;;3;1505;156;0;0;0;0;0;0;5370;0;0;0;1059;4498;188;1052;0;1054;2;5;0;11;0;1075;3412;4592;384;29;0;1;280;288;203;19;4;5;1;0
PERINAT;2017;840000491;130041916;TYPE1;;14;;;;3;1057;133;0;0;0;0;0;0;3803;0;0;0;817;3565;132;699;0;812;5;5;1;10;;822;5456;4993;;32;0;1;443;442;334;18;4;2;0;0
PERINAT;2017;840000525;840000111;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;636;504;;0;0;1;7;1;7;0;;0;0;0
PERINAT;2017;840000533;840000129;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;31;39;31;0;;0;0;0
PERINAT;2017;840001861;840006597;TYPE2;;56;20;6;;6;3912;187;732;48;199;20;0;0;17441;5332;1206;0;3045;14948;459;3483;2;2989;26;56;1;5;;3132;6416;3704;;74;0;1;749;719;477;27;;11;0;0
PERINAT;2017;850000118;850013244;TYPE1;;22;;;;4;718;74;0;0;0;0;0;0;2786;0;0;0;538;2517;108;594;0;531;2;7;0;7;;554;;;;4;0;0;0;0;0;0;;17;1;304
PERINAT;2017;850000142;850000019;TYPE2;;52;12;6;0;5;4095;978;473;53;198;35;0;0;13960;4289;1063;0;2509;12214;379;2756;1;2457;7;52;2;10;;2589;5058;5005;;39;0;1;604;673;367;37;1;3;1;0
PERINAT;2017;850000175;850009010;TYPE1;;16;;;;3;863;80;0;0;0;0;0;0;3108;0;0;0;720;2975;106;534;0;720;1;0;0;11;0;722;1036;3762;293;27;0;1;187;151;97;12;0;4;0;0
PERINAT;2017;850000209;850000019;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;10;2200;70;0;0;1;36;38;28;0;;0;0;0
PERINAT;2017;850000225;850000019;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226;2443;188;;;0;;0;;;;;0;
PERINAT;2017;850000241;850000084;TYPE1;;15;;;;3;777;85;0;0;0;0;0;0;2801;0;0;0;550;2456;84;443;0;550;2;0;0;8;0;550;6689;2172;112;12;0;1;122;107;72;8;1;0;0;0
PERINAT;2017;850009630;850000035;TYPE1;;19;;;;2;872;57;0;0;0;0;0;0;2921;0;0;0;685;2653;144;750;0;679;2;6;0;9;;693;4145;2971;284;84;0;1;146;145;125;1;0;0;0;0
PERINAT;2017;860000025;860013382;TYPE1;;16;;;;4;1180;134;0;0;0;0;0;0;3814;0;0;0;913;3527;119;643;0;901;2;12;1;15;1;929;849;5782;86;48;0;1;194;201;143;13;1;0;0;0
PERINAT;2017;860000033;860013382;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1068;65;0;0;0;13;7;13;0;0;0;0;0
PERINAT;2017;860000058;860014208;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;95;445;30;0;0;0;0;;0;0;;0;0;0
PERINAT;2017;860000223;860014208;TYPE3;EXT;53;9;9;12;5;3434;460;261;6;238;4;298;24;14894;2756;2824;3674;2268;11908;387;3182;45;2203;45;65;6;17;;2367;8156;22738;0;90;0;1;492;559;308;34;2;46;1;280
PERINAT;2017;860780568;860000140;TYPE2;;57;4;;;4;1318;128;283;5;0;0;0;0;4595;899;0;0;1018;4144;189;962;5;1011;2;7;0;5;;1026;;;;18;0;1;141;178;87;3;;3;0;0
PERINAT;2017;870000098;870000023;TYPE1;;14;;;;3;476;44;0;0;0;0;0;0;1732;0;0;0;349;1575;81;456;0;347;3;2;0;0;;355;3049;1982;255;11;0;1;98;92;62;0;;0;0;0
PERINAT;2017;870000270;870000031;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;2;3;0;0;0;0;0
PERINAT;2017;870000411;870017415;TYPE1;;28;;;;3;1228;54;0;0;0;0;0;0;4754;0;0;0;983;4292;188;954;0;976;8;7;1;12;;993;;;;5;0;1;62;48;42;2;;8;0;0
PERINAT;2017;870014859;870000015;TYPE3;INT;55;13;10;8;6;3529;221;417;8;236;11;136;8;15473;3467;2701;1916;2515;12668;499;3407;30;2453;39;62;5;0;15;2596;14359;10498;607;31;0;1;797;842;455;41;0;31;1;405
PERINAT;2017;880000021;880007059;TYPE2;;13;6;3;;3;827;53;237;19;106;10;0;0;3222;1542;1019;0;550;2551;91;593;32;539;5;11;0;8;0;568;9934;3711;172;21;0;1;217;205;184;7;1;6;0;0
PERINAT;2017;880000039;880780069;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;791;221;10;;;0;;;;;;;0;
PERINAT;2017;880000047;880780077;TYPE1;;14;;;;2;815;86;0;0;0;0;0;0;2720;0;0;0;560;2369;70;437;0;554;2;6;0;11;0;570;3981;2935;49;33;0;1;166;181;142;2;;0;0;0
PERINAT;2017;880000054;880007299;TYPE1;;10;;;;2;545;75;0;0;0;0;0;0;1784;0;0;0;377;1607;61;348;0;376;1;1;0;4;;378;2511;3162;34;8;0;1;40;43;36;1;0;2;0;0
PERINAT;2017;880000062;880780093;TYPE2;;15;6;;;3;1056;82;149;6;0;0;0;0;3918;1135;0;0;755;3301;108;621;0;752;2;3;0;3;0;763;1693;3158;121;37;0;1;186;171;164;11;4;1;0;0
PERINAT;2017;880788591;880780150;TYPE1;;22;;;;5;1466;180;0;0;0;0;0;0;5230;0;0;0;1024;4608;258;1458;0;1017;3;7;0;14;;1038;;;;12;0;1;257;248;156;11;;2;0;0
PERINAT;2017;890975527;890000037;TYPE2;;45;6;6;;5;2482;220;276;8;150;12;0;0;9995;1680;1686;0;1822;8620;138;929;1;1794;16;28;0;9;;1851;11436;7135;37;24;0;1;399;309;63;40;;3;0;0
