BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2017;300000023;300780046;N2800;19;11;16;;;;
PERINAT_P;2017;300000023;300780046;N280H;19;11;16;;;;
PERINAT_P;2017;300000031;300780053;M1030;5;3;7.11;1;;;0
PERINAT_P;2017;300000031;300780053;M1140;3;;3.26;0;1;;
PERINAT_P;2017;300000031;300780053;M2050;3;1;4.28;;1;;
PERINAT_P;2017;300000031;300780053;MIVG;3;;3;;;;
PERINAT_P;2017;300000031;300780053;N2340;4;6;8.06;;;;
PERINAT_P;2017;300000031;300780053;N2700;0;1;0.5;;;;
PERINAT_P;2017;300000031;300780053;N2800;12;12;18.64;;;;
PERINAT_P;2017;300000031;300780053;N280H;10;11;12.9;;;;
PERINAT_P;2017;300780137;920028396;M1030;4;;0.25;0;0;;
PERINAT_P;2017;300780137;920028396;M2050;;4;0.4;0;0;;
PERINAT_P;2017;300781465;300000726;M1030;5;0;5;0;1;;0
PERINAT_P;2017;300781465;300000726;M1140;5;0;3.2;0;1;;
PERINAT_P;2017;300781465;300000726;M2050;7;0;4.8;0;1;;
PERINAT_P;2017;300781465;300000726;N2340;3;3;5;;;;
PERINAT_P;2017;300781465;300000726;N2800;3;16;13;;;;
PERINAT_P;2017;300782117;300780038;M1030;;6;6;0;1;0;1
PERINAT_P;2017;300782117;300780038;M1140;7;6;8.88;1;0;;
PERINAT_P;2017;300782117;300780038;M2050;14;10;14.09;1;0;;
PERINAT_P;2017;300782117;300780038;MIVG;;1;0.1;;;;
PERINAT_P;2017;300782117;300780038;N2340;34;10;41.53;;;;
PERINAT_P;2017;300782117;300780038;N2700;1;;0.5;;;;
PERINAT_P;2017;300782117;300780038;N2800;17;1;18.76;;;;
PERINAT_P;2017;300782117;300780038;N280H;17;1;18.76;;;;
PERINAT_P;2017;300788502;300788486;M1030;14;1;14.5;1;1;0;0
PERINAT_P;2017;300788502;300788486;M1140;1;11;4.8;0;1;;
PERINAT_P;2017;300788502;300788486;M2050;6;7;9.5;1;1;;
PERINAT_P;2017;300788502;300788486;N2340;2;1;2.61;;;;
PERINAT_P;2017;300788502;300788486;N2700;;2;0.49;;;;
PERINAT_P;2017;300788502;300788486;N2800;10;19;19.03;;;;
PERINAT_P;2017;300788502;300788486;N280H;10;19;19.03;;;;
PERINAT_P;2017;300788502;300788486;N3120;2;;0.76;;;;
PERINAT_P;2017;310009279;310780671;M1140;;2;0.3;;1;;
PERINAT_P;2017;310009279;310780671;M2050;2;1;2.14;;1;;
PERINAT_P;2017;310009279;310780671;N2700;;1;0.08;;;;
PERINAT_P;2017;310009279;310780671;N2800;13;4;15.22;;;;
PERINAT_P;2017;310009279;310780671;N280H;13;4;15.22;;;;
PERINAT_P;2017;310009279;310780671;N3120;;1;0.08;;;;
PERINAT_P;2017;310016977;310781406;M1030;;;0.33;;;;
PERINAT_P;2017;310016977;310781406;M1140;6;8;10.95;1;1;;
PERINAT_P;2017;310016977;310781406;M2050;6;21;7.28;;;;
PERINAT_P;2017;310016977;310781406;MIVG;0;6;0.57;;;;
PERINAT_P;2017;310016977;310781406;N2340;62;45;88.63;;;;
PERINAT_P;2017;310016977;310781406;N2700;;5;1.74;;;;
PERINAT_P;2017;310016977;310781406;N2800;80;33;101.29;;;;
PERINAT_P;2017;310016977;310781406;N280H;36;8;41.92;;;;
PERINAT_P;2017;310026083;310026075;M1030;4;;4;1;1;1;0
PERINAT_P;2017;310026083;310026075;M1140;8;;8;0;1;;
PERINAT_P;2017;310026083;310026075;M2050;14;3;16;1;1;;
PERINAT_P;2017;310026083;310026075;MIVG;20;;20;;;;
PERINAT_P;2017;310026083;310026075;N2340;13;4;15.8;;;;
PERINAT_P;2017;310026083;310026075;N2700;;1;0.5;;;;
PERINAT_P;2017;310026083;310026075;N2800;36;6;40.21;;;;
PERINAT_P;2017;310026083;310026075;N3120;;1;0.5;;;;
PERINAT_P;2017;310780101;310026794;N2340;2;2;3.02;;;;
PERINAT_P;2017;310780101;310026794;N2800;7;1;8.01;;;;
PERINAT_P;2017;310780101;310026794;N280H;7;1;8.01;;;;
PERINAT_P;2017;310780283;310000112;M1030;10;5;13.5;;1;;0
PERINAT_P;2017;310780283;310000112;M1140;4;4;4;;1;;
PERINAT_P;2017;310780283;310000112;M2050;6;6;6;;1;;
PERINAT_P;2017;310780283;310000112;MIVG;;3;;;;;
PERINAT_P;2017;310780283;310000112;N2700;1;;0.5;;;;
PERINAT_P;2017;310780283;310000112;N2800;5;9;13.77;;;;
PERINAT_P;2017;310780283;310000112;N280H;1;;1;;;;
PERINAT_P;2017;310780382;310000179;M1030;;;;1;0;0;0
PERINAT_P;2017;310780382;310000179;M1140;5;2;6;0;1;;
PERINAT_P;2017;310780382;310000179;M2050;14;;14;0;1;;
PERINAT_P;2017;310780382;310000179;N2340;13;8;18.95;;;;
PERINAT_P;2017;310780382;310000179;N2800;21;15;32.9;;;;
PERINAT_P;2017;310780382;310000179;N3120;;1;0.5;;;;
PERINAT_P;2017;310781067;310788898;M1030;;;;1;;1;
PERINAT_P;2017;310781067;310788898;M1140;;5;2.1;0;1;;
PERINAT_P;2017;310781067;310788898;M2050;4;12;9.1;0;1;;
PERINAT_P;2017;310781067;310788898;N2340;2;6;5.8;;;;
PERINAT_P;2017;310781067;310788898;N2800;22;29;40;;;;
PERINAT_P;2017;310781067;310788898;N280H;22;29;40;;;;
PERINAT_P;2017;310781505;310000492;M1140;3;;3;;;;
PERINAT_P;2017;310781505;310000492;N2340;1;0;1;;;;
PERINAT_P;2017;310781505;310000492;N2800;6;4;9.66;;;;
PERINAT_P;2017;310781505;310000492;N280H;1;;1;;;;
PERINAT_P;2017;320000086;320780117;M1140;;2;0.75;0;1;;
PERINAT_P;2017;320000086;320780117;M2050;5;2;5.98;0;1;;
PERINAT_P;2017;320000086;320780117;N2340;4;1;4.8;;;;
PERINAT_P;2017;320000086;320780117;N2800;8;8;14.3;;;;
PERINAT_P;2017;320780067;320000052;MIVG;;1;0.05;;;;
PERINAT_P;2017;330000340;330780552;M1140;5;2;4.5;;;;
PERINAT_P;2017;330000340;330780552;M2050;9;3;7.84;;;;
PERINAT_P;2017;330000340;330780552;N2340;17;3;8.27;;;;
PERINAT_P;2017;330000340;330780552;N2800;34;10;44.32;;;;
PERINAT_P;2017;330000340;330780552;N280H;29;7;23.11;;;;
PERINAT_P;2017;330000555;330781204;M1030;;;;1;;0;
PERINAT_P;2017;330000555;330781204;M1140;3;;0.5;;1;;
PERINAT_P;2017;330000555;330781204;M2050;6;;5.16;;1;;
PERINAT_P;2017;330000555;330781204;MIVG;5;;0.2;;;;
PERINAT_P;2017;330000555;330781204;N2700;;2;0.46;;;;
PERINAT_P;2017;330000555;330781204;N2800;18;5;20.02;;;;
PERINAT_P;2017;330000555;330781204;N280H;18;5;17.52;;;;
PERINAT_P;2017;330000555;330781204;N3120;1;;0.15;;;;
PERINAT_P;2017;330000571;330781220;M2050;3;;1.37;0;1;;
PERINAT_P;2017;330000571;330781220;MIVG;1;;0.2;;;;
PERINAT_P;2017;330000571;330781220;N2340;;1;0.8;;;;
PERINAT_P;2017;330000571;330781220;N2700;;1;0.2;;;;
PERINAT_P;2017;330000571;330781220;N2800;10;3;6.15;;;;
PERINAT_P;2017;330000571;330781220;N280H;9;2;3.7;;;;
PERINAT_P;2017;330000571;330781220;N3120;1;;0.1;;;;
PERINAT_P;2017;330000589;330027509;M1030;0;4;0.2;0;1;0;0
PERINAT_P;2017;330000589;330027509;M1140;0;0;0;0;1;;
PERINAT_P;2017;330000589;330027509;M2050;3;3;4.44;0;1;;
PERINAT_P;2017;330000589;330027509;N2700;0;1;0.24;;;;
PERINAT_P;2017;330000589;330027509;N2800;7;14;16.35;;;;
PERINAT_P;2017;330000589;330027509;N280H;7;14;16.35;;;;
PERINAT_P;2017;330000597;330027509;M2050;1;1;0.32;0;0;;
PERINAT_P;2017;330000597;330027509;N2800;3;0;2.03;;;;
PERINAT_P;2017;330000605;330781253;M1140;0;9;2.45;1;0;;
PERINAT_P;2017;330000605;330781253;M2050;3;8;8.89;1;0;;
PERINAT_P;2017;330000605;330781253;MIVG;0;3;0.4;;;;
PERINAT_P;2017;330000605;330781253;N2340;13;3;13.88;;;;
PERINAT_P;2017;330000605;330781253;N2800;21;16;29.26;;;;
PERINAT_P;2017;330780263;330000134;M1030;;12;3.3;1;0;0;0
PERINAT_P;2017;330780263;330000134;M1140;;5;2.5;0;1;;
PERINAT_P;2017;330780263;330000134;M2050;6;2;6.7;1;0;;
PERINAT_P;2017;330780263;330000134;N2700;;1;0.75;;;;
PERINAT_P;2017;330780263;330000134;N2800;15;7;22.75;;;;
PERINAT_P;2017;330780263;330000134;N280H;3;;3;;;;
PERINAT_P;2017;330780263;330000134;N3120;;1;0.05;;;;
PERINAT_P;2017;330780479;330000274;M1030;;17;2.7;;;;
PERINAT_P;2017;330780479;330000274;M1140;2;3;4.2;;;;
PERINAT_P;2017;330780479;330000274;M2050;13;1;13.5;;;;
PERINAT_P;2017;330780479;330000274;N2340;6;;6;;;;
PERINAT_P;2017;330780479;330000274;N2700;;1;0.5;;;;
PERINAT_P;2017;330780479;330000274;N2800;22;8;27.06;;;;
PERINAT_P;2017;330780479;330000274;N280H;13;5;16.68;;;;
PERINAT_P;2017;330780479;330000274;N3120;;1;0.5;;;;
PERINAT_P;2017;330780495;330796392;M1030;;;;0;1;0;0
PERINAT_P;2017;330780495;330796392;M1140;;1;0.5;0;1;;
PERINAT_P;2017;330780495;330796392;M2050;2;1;2.82;1;0;;
PERINAT_P;2017;330780495;330796392;N2800;5;3;7.3;;;;
PERINAT_P;2017;330780495;330796392;N280H;1;;1;;;;
PERINAT_P;2017;330780537;330000324;M1030;4;;4;0;1;;0
PERINAT_P;2017;330780537;330000324;M1140;0;2;0.4;0;1;;
PERINAT_P;2017;330780537;330000324;M2050;4;3;5;0;1;;
PERINAT_P;2017;330780537;330000324;N2340;7;3;9.26;;;;
PERINAT_P;2017;330780537;330000324;N2800;6;3;7.78;;;;
PERINAT_P;2017;330780537;330000324;N280H;6;3;7.78;;;;
PERINAT_P;2017;330781360;330781196;M1030;;;0.97;1;1;0;0
PERINAT_P;2017;330781360;330781196;M1140;20;5;16.08;1;1;;
PERINAT_P;2017;330781360;330781196;M2050;28;11;20.73;1;1;;
PERINAT_P;2017;330781360;330781196;MIVG;1;4;1.48;;;;
PERINAT_P;2017;330781360;330781196;N2340;82;59;129.75;;;;
PERINAT_P;2017;330781360;330781196;N2700;1;3;3.59;;;;
PERINAT_P;2017;330781360;330781196;N2800;77;50;114.64;;;;
PERINAT_P;2017;330781360;330781196;N3120;;1;0.2;;;;
PERINAT_P;2017;330782582;330000928;M1030;;;;1;0;0;1
PERINAT_P;2017;330782582;330000928;M1140;2;1;3;1;0;;
PERINAT_P;2017;330782582;330000928;M2050;6;1;7;0;1;;
PERINAT_P;2017;330782582;330000928;N2340;10;5;14.05;;;;
PERINAT_P;2017;330782582;330000928;N2800;8;6;13.1;;;;
PERINAT_P;2017;330782582;330000928;N280H;8;6;13.1;;;;
PERINAT_P;2017;330782582;330000928;N3120;;1;0.6;;;;
PERINAT_P;2017;340000033;340780055;M1030;1;;0.66;;;;
PERINAT_P;2017;340000033;340780055;M1140;9;;1.76;;;;
PERINAT_P;2017;340000033;340780055;M2050;5;;3.75;;;;
PERINAT_P;2017;340000033;340780055;MIVG;4;1;0.8;;;;
PERINAT_P;2017;340000033;340780055;N2340;3;3;6.36;;;;
PERINAT_P;2017;340000033;340780055;N2800;18;17;28.49;;;;
PERINAT_P;2017;340000033;340780055;N280H;14;;12.14;;;;
PERINAT_P;2017;340000033;340780055;N3120;1;1;1.54;;;;
PERINAT_P;2017;340000223;340011295;M1030;0;0;0;;1;;1
PERINAT_P;2017;340000223;340011295;M1140;2;1;1.3;0;1;;
PERINAT_P;2017;340000223;340011295;M2050;5;0;3.4;0;1;;
PERINAT_P;2017;340000223;340011295;N2340;3;4;3.05;;;;
PERINAT_P;2017;340000223;340011295;N2800;12;3;13.11;;;;
PERINAT_P;2017;340000223;340011295;N280H;12;3;13.11;;;;
PERINAT_P;2017;340000223;340011295;N3120;1;0;0.24;;;;
PERINAT_P;2017;340009885;340009877;M1030;4;2;5;1;0;1;0
PERINAT_P;2017;340009885;340009877;M1140;;9;2;0;0;;
PERINAT_P;2017;340009885;340009877;M2050;;11;5.5;1;0;;
PERINAT_P;2017;340009885;340009877;MIVG;;17;3.4;;;;
PERINAT_P;2017;340009885;340009877;N2700;;1;0.1;;;;
PERINAT_P;2017;340009885;340009877;N2800;11;11;17;;;;
PERINAT_P;2017;340009885;340009877;N280H;11;11;17;;;;
PERINAT_P;2017;340022979;340000306;M1030;5;2;6;1;1;1;1
PERINAT_P;2017;340022979;340000306;M1140;;11;6;1;1;;
PERINAT_P;2017;340022979;340000306;M2050;;32;16;1;1;;
PERINAT_P;2017;340022979;340000306;MIVG;;27;9;;;;
PERINAT_P;2017;340022979;340000306;N2340;5;3;7.32;;;;
PERINAT_P;2017;340022979;340000306;N2700;;1;0.44;;;;
PERINAT_P;2017;340022979;340000306;N2800;21;17;31.33;;;;
PERINAT_P;2017;340022979;340000306;N280H;10;8;16.23;;;;
PERINAT_P;2017;340022979;340000306;N3120;;1;0.5;;;;
PERINAT_P;2017;340780675;340000298;M1030;8;1;8.5;1;0;1;
PERINAT_P;2017;340780675;340000298;M1140;;10;5;1;0;;
PERINAT_P;2017;340780675;340000298;M2050;6;12;11;1;0;;
PERINAT_P;2017;340780675;340000298;MIVG;;16;8;;;;
PERINAT_P;2017;340780675;340000298;N2340;6;0;6;;;;
PERINAT_P;2017;340780675;340000298;N2700;;1;0.73;;;;
PERINAT_P;2017;340780675;340000298;N2800;18;8;23;;;;
PERINAT_P;2017;340780675;340000298;N280H;9;2;10.5;;;;
PERINAT_P;2017;340780675;340000298;N3120;;1;0.1;;;;
PERINAT_P;2017;340780717;340023225;M1030;2;2;3;;;;
PERINAT_P;2017;340780717;340023225;M1140;3;;3;;;;
PERINAT_P;2017;340780717;340023225;M2050;2;2;3;;;;
PERINAT_P;2017;340780717;340023225;MIVG;2;2;3;;;;
PERINAT_P;2017;340780717;340023225;N2700;;1;0.23;;;;
PERINAT_P;2017;340780717;340023225;N2800;4;4;6;;;;
PERINAT_P;2017;340780717;340023225;N280H;1;;1;;;;
PERINAT_P;2017;340780741;340000348;M1030;4;0;4;0;1;0;0
PERINAT_P;2017;340780741;340000348;M1140;3;0;3;0;1;;
PERINAT_P;2017;340780741;340000348;M2050;4;0;4;0;1;;
PERINAT_P;2017;340780741;340000348;MIVG;4;0;4;;;;
PERINAT_P;2017;340780741;340000348;N2340;2;0;2;;;;
PERINAT_P;2017;340780741;340000348;N2700;0;1;0.17;;;;
PERINAT_P;2017;340780741;340000348;N2800;8;0;8;;;;
PERINAT_P;2017;340780741;340000348;N280H;8;0;8;;;;
PERINAT_P;2017;340796663;340780477;M1030;;1;0.17;1;1;1;
PERINAT_P;2017;340796663;340780477;M1140;12;9;8.42;0;1;;
PERINAT_P;2017;340796663;340780477;M2050;1;15;4.65;1;1;;
PERINAT_P;2017;340796663;340780477;MIVG;2;;0.44;;;;
PERINAT_P;2017;340796663;340780477;N2340;89;17;86.69;;;;
PERINAT_P;2017;340796663;340780477;N2700;3;3;3.22;;;;
PERINAT_P;2017;340796663;340780477;N2800;49;11;47.48;;;;
PERINAT_P;2017;340796663;340780477;N280H;47;10;46.28;;;;
PERINAT_P;2017;350000121;350000303;M1030;28;;28;1;;1;0
PERINAT_P;2017;350000121;350000303;M1140;5;;5;0;1;;
PERINAT_P;2017;350000121;350000303;M2050;11;;11;0;1;;
PERINAT_P;2017;350000121;350000303;N2340;4;5;7.7;;;;
PERINAT_P;2017;350000121;350000303;N2700;0;2;1.5;;;;
PERINAT_P;2017;350000121;350000303;N2800;15;12;23.4;;;;
PERINAT_P;2017;350000121;350000303;N3120;2;0;2;;;;
PERINAT_P;2017;350000139;350001137;M1030;12;1;14.7;1;1;1;1
PERINAT_P;2017;350000139;350001137;M1140;;8;4.64;1;0;;
PERINAT_P;2017;350000139;350001137;M2050;11;8;12.79;1;1;;
PERINAT_P;2017;350000139;350001137;N2340;4;13;17.39;;;;
PERINAT_P;2017;350000139;350001137;N2700;;3;2.28;;;;
PERINAT_P;2017;350000139;350001137;N2800;38;14;58.16;;;;
PERINAT_P;2017;350000147;350000022;M1030;;13;1;1;0;;
PERINAT_P;2017;350000147;350000022;M1140;;1;0.54;0;1;;
PERINAT_P;2017;350000147;350000022;M2050;;14;2.15;1;0;;
PERINAT_P;2017;350000147;350000022;MIVG;;2;0.3;;;;
PERINAT_P;2017;350000147;350000022;N2700;;1;0.64;;;;
PERINAT_P;2017;350000147;350000022;N2800;10;21;25.3;;;;
PERINAT_P;2017;350000147;350000022;N3120;;1;0.2;;;;
PERINAT_P;2017;350000154;350000030;M1030;3;3;0.3;1;0;0;0
PERINAT_P;2017;350000154;350000030;M1140;1;2;1;0;1;;
PERINAT_P;2017;350000154;350000030;M2050;4;2;3;0;1;;
PERINAT_P;2017;350000154;350000030;MIVG;2;;0.1;;;;
PERINAT_P;2017;350000154;350000030;N2340;2;4;3.9;;;;
PERINAT_P;2017;350000154;350000030;N2800;13;5;15.9;;;;
PERINAT_P;2017;350000154;350000030;N280H;11;5;5.7;;;;
PERINAT_P;2017;350000162;350000048;M1030;;;0.01;;;;
PERINAT_P;2017;350000162;350000048;M1140;1;;0.1;0;1;;
PERINAT_P;2017;350000162;350000048;M2050;6;;3.45;0;1;;
PERINAT_P;2017;350000162;350000048;MIVG;1;;0.1;;;;
PERINAT_P;2017;350000162;350000048;N2800;12;18;15.63;;;;
PERINAT_P;2017;350000162;350000048;N280H;9;10;14.96;;;;
PERINAT_P;2017;350000188;350000055;M1030;;;;0;1;0;0
PERINAT_P;2017;350000188;350000055;M1140;4;1;4.06;0;1;;
PERINAT_P;2017;350000188;350000055;M2050;3;;3;0;1;;
PERINAT_P;2017;350000188;350000055;N2700;1;;0.15;;;;
PERINAT_P;2017;350000188;350000055;N2800;6;4;8.31;;;;
PERINAT_P;2017;350000188;350000055;N280H;6;2;7.73;;;;
PERINAT_P;2017;350007084;350005179;M1030;4;3;5.64;;;;
PERINAT_P;2017;350007084;350005179;M1140;8;0;6.84;;;;
PERINAT_P;2017;350007084;350005179;M2050;17;2;6.99;;;;
PERINAT_P;2017;350007084;350005179;MIVG;1;0;0.02;;;;
PERINAT_P;2017;350007084;350005179;N2340;47;50;81.6;;;;
PERINAT_P;2017;350007084;350005179;N2700;0;1;0.35;;;;
PERINAT_P;2017;350007084;350005179;N2800;46;43;76.32;;;;
PERINAT_P;2017;350007084;350005179;N280H;46;43;76.32;;;;
PERINAT_P;2017;360000038;360000046;M2050;;2;0.35;0;0;;
PERINAT_P;2017;360000038;360000046;N2800;2;1;2.9;;;;
PERINAT_P;2017;360000137;360000053;M1030;;;;1;;0;0
PERINAT_P;2017;360000137;360000053;M1140;;;0.2;0;1;;
PERINAT_P;2017;360000137;360000053;M2050;;;1.45;1;0;;
PERINAT_P;2017;360000137;360000053;MIVG;;;0.37;;;;
PERINAT_P;2017;360000137;360000053;N2800;11;4;13.96;;;;
PERINAT_P;2017;360000160;360000053;M1030;2;;2.09;;;;
PERINAT_P;2017;360000160;360000053;M1140;2;;1.03;;;;
PERINAT_P;2017;360000160;360000053;M2050;2;;1.18;;;;
PERINAT_P;2017;360000160;360000053;N2800;7;1;7.37;;;;
PERINAT_P;2017;360000160;360000053;N280H;;;1;;;;
PERINAT_P;2017;370000499;370000481;M1030;7;0;7;;;;
PERINAT_P;2017;370000499;370000481;M1140;38;23;43.6;;;;
PERINAT_P;2017;370000499;370000481;N2340;12;15;21.23;;;;
PERINAT_P;2017;370000531;370000606;M1030;0;0;0;0;1;0;1
PERINAT_P;2017;370000531;370000606;M1140;2;1;1.52;0;0;;
PERINAT_P;2017;370000531;370000606;M2050;1;4;3.09;0;1;;
PERINAT_P;2017;370000531;370000606;MIVG;0;1;0.1;;;;
PERINAT_P;2017;370000531;370000606;N2700;1;0;0.2;;;;
PERINAT_P;2017;370000531;370000606;N2800;13;6;13.81;;;;
PERINAT_P;2017;370000531;370000606;N280H;6;1;6.5;;;;
PERINAT_P;2017;370000861;370000481;M1030;6;;6;1;;;
PERINAT_P;2017;370000861;370000481;M1140;;2;0.3;1;;;
PERINAT_P;2017;370000861;370000481;M2050;24;6;22;1;1;;
PERINAT_P;2017;370000861;370000481;MIVG;1;5;4.15;;;;
PERINAT_P;2017;370000861;370000481;N2340;2;5;6;;;;
PERINAT_P;2017;370000861;370000481;N2700;3;1;1.75;;;;
PERINAT_P;2017;370000861;370000481;N2800;55;40;80.89;;;;
PERINAT_P;2017;370000861;370000481;N280H;50;36;68.66;;;;
PERINAT_P;2017;370000879;370000564;M1140;;2;0.4;0;0;;
PERINAT_P;2017;370000879;370000564;M2050;2;1;1.7;0;0;;
PERINAT_P;2017;370000879;370000564;MIVG;;1;0.1;;;;
PERINAT_P;2017;370000879;370000564;N2800;5;4;7.25;;;;
PERINAT_P;2017;370000903;370000614;MIVG;;1;0.2;;;;
PERINAT_P;2017;370000903;370000614;N2800;;2;0.8;;;;
PERINAT_P;2017;370007569;370007528;M1030;;;;1;0;1;0
PERINAT_P;2017;370007569;370007528;M1140;3;0;3;1;0;;
PERINAT_P;2017;370007569;370007528;M2050;13;0;13;1;0;;
PERINAT_P;2017;370007569;370007528;N2340;1;1;1.82;;;;
PERINAT_P;2017;370007569;370007528;N2800;15;7;19.56;;;;
PERINAT_P;2017;380000026;380780031;N2800;;2;1.35;;;;
PERINAT_P;2017;380000034;380780049;M2050;1;3;1.09;0;1;;
PERINAT_P;2017;380000034;380780049;MIVG;0;2;1.77;;;;
PERINAT_P;2017;380000034;380780049;N2340;2;2;3.4;;;;
PERINAT_P;2017;380000034;380780049;N2700;0;3;0.79;;;;
PERINAT_P;2017;380000034;380780049;N2800;13;10;19.43;;;;
PERINAT_P;2017;380000034;380780049;N280H;13;10;19.43;;;;
PERINAT_P;2017;380000042;380780056;N2800;;1;0.6;;;;
PERINAT_P;2017;380000067;380780080;M1030;1;;0.5;0;0;;
PERINAT_P;2017;380000067;380780080;M1140;7;3;9.04;1;1;;
PERINAT_P;2017;380000067;380780080;M2050;11;8;8.29;1;1;;
PERINAT_P;2017;380000067;380780080;MIVG;2;5;2.6;;;;
PERINAT_P;2017;380000067;380780080;N2340;36;35;64.27;;;;
PERINAT_P;2017;380000067;380780080;N2700;;2;1.2;;;;
PERINAT_P;2017;380000067;380780080;N2800;36;40;63.9;;;;
PERINAT_P;2017;380000091;380780171;M2050;;2;0.43;0;0;;
PERINAT_P;2017;380000091;380780171;N2800;2;;1.92;;;;
PERINAT_P;2017;380000174;380781435;M1030;;5;0.35;1;0;0;0
PERINAT_P;2017;380000174;380781435;M1140;;4;2.23;1;0;;
PERINAT_P;2017;380000174;380781435;M2050;2;10;7.04;1;0;;
PERINAT_P;2017;380000174;380781435;MIVG;;3;0.39;;;;
PERINAT_P;2017;380000174;380781435;N2340;2;1;1.84;;;;
PERINAT_P;2017;380000174;380781435;N2700;0;1;0.8;;;;
PERINAT_P;2017;380000174;380781435;N2800;30;9;39.82;;;;
PERINAT_P;2017;380000174;380781435;N280H;8;1;8.57;;;;
PERINAT_P;2017;380000174;380781435;N3120;0;2;1.29;;;;
PERINAT_P;2017;380000406;380784751;M2050;7;1;3.56;;;;
PERINAT_P;2017;380000406;380784751;MIVG;;2;0.23;;;;
PERINAT_P;2017;380000406;380784751;N2340;1;4;4.48;;;;
PERINAT_P;2017;380000406;380784751;N2700;1;;0.69;;;;
PERINAT_P;2017;380000406;380784751;N2800;2;10;8.23;;;;
PERINAT_P;2017;380000406;380784751;N280H;2;10;8.23;;;;
PERINAT_P;2017;380012658;380012609;M1140;;4;2.08;;;;
PERINAT_P;2017;380012658;380012609;M2050;7;9;12.35;;;;
PERINAT_P;2017;380012658;380012609;N2340;;2;1.87;;;;
PERINAT_P;2017;380012658;380012609;N2700;;1;0.33;;;;
PERINAT_P;2017;380012658;380012609;N2800;16;24;27.4;;;;
PERINAT_P;2017;380020123;690041611;N2800;;1;0.9;;;;
PERINAT_P;2017;380780197;380798173;M1030;;14;12;0;1;0;1
PERINAT_P;2017;380780197;380798173;M1140;1;4;2.44;0;1;;
PERINAT_P;2017;380780197;380798173;M2050;5;1;5.2;0;1;;
PERINAT_P;2017;380780197;380798173;N2340;2;1;2.94;;;;
PERINAT_P;2017;380780197;380798173;N2700;;1;0.4;;;;
PERINAT_P;2017;380780197;380798173;N2800;9;21;16.01;;;;
PERINAT_P;2017;380780197;380798173;N280H;9;14;9.63;;;;
PERINAT_P;2017;380780197;380798173;N3120;;2;1.15;;;;
PERINAT_P;2017;380780288;380019224;M2050;;1;0.5;0;0;;
PERINAT_P;2017;380785956;380795211;M1030;14;;14;1;0;0;0
PERINAT_P;2017;380785956;380795211;M1140;;10;5;0;1;;
PERINAT_P;2017;380785956;380795211;M2050;9;;9;1;0;;
PERINAT_P;2017;380785956;380795211;N2340;1;;1;;;;
PERINAT_P;2017;380785956;380795211;N2700;;1;0.17;;;;
PERINAT_P;2017;380785956;380795211;N2800;8;9;14.26;;;;
PERINAT_P;2017;380785956;380795211;N280H;8;9;14.26;;;;
PERINAT_P;2017;380786442;380798025;M1030;19;;19;1;1;1;
PERINAT_P;2017;380786442;380798025;M1140;2;6;5;0;1;;
PERINAT_P;2017;380786442;380798025;M2050;17;;17;1;1;;
PERINAT_P;2017;380786442;380798025;MIVG;8;;8;;;;
PERINAT_P;2017;380786442;380798025;N2340;4;7;8.78;;;;
PERINAT_P;2017;380786442;380798025;N2700;;2;0.5;;;;
PERINAT_P;2017;380786442;380798025;N2800;13;23;28.67;;;;
PERINAT_P;2017;380786442;380798025;N280H;5;2;6;;;;
PERINAT_P;2017;390000040;390780146;M1140;;4;3.6;0;1;;
PERINAT_P;2017;390000040;390780146;M2050;;5;0.93;0;1;;
PERINAT_P;2017;390000040;390780146;MIVG;;2;0.4;;;;
PERINAT_P;2017;390000040;390780146;N2340;;13;5.96;;;;
PERINAT_P;2017;390000040;390780146;N2800;;30;19.59;;;;
PERINAT_P;2017;390000065;390780161;M1030;;;;1;0;0;0
PERINAT_P;2017;390000065;390780161;M1140;;;;0;1;;
PERINAT_P;2017;390000065;390780161;M2050;1;1;1.9;0;1;;
PERINAT_P;2017;390000065;390780161;N2800;7;6;11.4;;;;
PERINAT_P;2017;390000065;390780161;N280H;7;6;11.4;;;;
PERINAT_P;2017;390000222;390780609;M2050;5;2;5.9;1;1;;
PERINAT_P;2017;390000222;390780609;N2340;1;;0.5;;;;
PERINAT_P;2017;390000222;390780609;N2700;;;0.5;;;;
PERINAT_P;2017;390000222;390780609;N2800;6;5;9.74;;;;
PERINAT_P;2017;400000105;400780193;M1030;;4;0.49;1;0;;
PERINAT_P;2017;400000105;400780193;M1140;;5;0.45;0;1;;
PERINAT_P;2017;400000105;400780193;M2050;1;5;1.67;0;1;;
PERINAT_P;2017;400000105;400780193;MIVG;1;;0.76;;;;
PERINAT_P;2017;400000105;400780193;N2340;;1;0.5;;;;
PERINAT_P;2017;400000105;400780193;N2700;;1;0.5;;;;
PERINAT_P;2017;400000105;400780193;N2800;9;13;18.15;;;;
PERINAT_P;2017;400000139;400011177;M1030;0;0;0;1;;;
PERINAT_P;2017;400000139;400011177;M1140;0;6;0.69;1;;;
PERINAT_P;2017;400000139;400011177;M2050;6;1;5.33;1;;;
PERINAT_P;2017;400000139;400011177;N2340;8;7;13.73;;;;
PERINAT_P;2017;400000139;400011177;N2800;23;7;29.05;;;;
