BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2016;550000434;550003354;TYPE2;;16;6;;;4;957;110;170;26;0;0;0;0;2964;849;0;0;599;2421;96;497;0;596;0;3;3;8;0;603;7492;4059;193;8;0;1;132;148;95;4;0;0;0;0
PERINAT;2016;560000127;560023210;TYPE3;;43;8;10;6;5;2482;144;250;4;169;12;159;11;11507;2342;874;2165;1926;9878;465;3645;16;1884;2;42;14;3;;1982;3166;2719;256;43;0;1;509;548;164;37;11;8;0;0
PERINAT;2016;560000135;560005746;TYPE2;;45;12;6;;7;3613;482;423;5;138;13;0;0;13651;3236;854;0;2597;12254;485;3263;3;2551;2;46;16;9;;2652;24286;17891;522;67;139;1;637;678;391;31;;11;1;188
PERINAT;2016;560000143;560014748;TYPE2;;25;4;;;5;1359;206;248;17;0;0;0;0;4780;1171;0;0;905;4197;191;1158;1;889;1;16;5;7;;924;1641;8756;654;12;0;1;224;207;153;23;;9;0;0
PERINAT;2016;560000192;560000044;TYPE1;;16;;;;3;966;84;0;0;0;0;0;0;3538;0;0;0;747;3312;157;927;0;740;0;7;1;16;0;756;7707;1315;146;16;0;1;113;118;73;4;;3;0;0
PERINAT;2016;560000200;560023210;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1063;1191;217;;;1;36;45;36;0;0;0;0;
PERINAT;2016;560002511;560000689;;;1;;;;0;28;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;53;50;41;1;;3;0;0
PERINAT;2016;560007510;560001307;;;;;;;;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;15;16;10;0;;0;0;0
PERINAT;2016;560008799;560013989;TYPE1;;40;6;;;4;1371;143;0;0;0;0;0;0;4990;0;0;0;1090;4619;204;1196;0;1083;0;7;6;9;;1099;;;;22;2;0;0;0;0;0;;5;0;0
PERINAT;2016;570000059;570025254;TYPE2;;18;11;7;;3;1433;122;271;4;198;20;0;0;5388;1891;2232;0;992;4248;230;1365;21;973;0;19;5;5;0;1011;7919;887;7;22;0;1;264;234;179;9;1;10;0;0
PERINAT;2016;570000083;570000729;TYPE1;;28;;;;4;1405;100;0;0;0;0;0;0;5012;0;0;0;1041;4254;227;1222;1;1032;0;9;1;21;;1052;;;;7;0;1;245;244;121;6;;8;0;0
PERINAT;2016;570000117;570015099;TYPE1;;12;;;;2;537;47;0;0;0;0;0;0;2110;0;0;0;362;1804;92;613;0;358;0;4;1;5;0;369;4533;4046;312;11;0;1;88;108;63;3;;0;0;0
PERINAT;2016;570000349;570005165;TYPE2;;40;11;6;;6;3346;574;337;14;318;30;0;0;11008;2999;2016;0;2166;9278;350;2174;1;2120;1;46;13;19;;2235;12406;5645;331;39;11;1;479;473;468;23;;13;0;0
PERINAT;2016;570000364;570011569;;;1;;;;;20;19;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;88;62;72;1;;0;0;0
PERINAT;2016;570000646;570001115;TYPE2;;33;6;6;;5;2245;94;263;13;156;8;0;0;10051;1706;854;0;1855;8583;329;2338;1;1836;0;19;15;4;;1886;;;;44;0;1;101;107;68;5;;6;0;0
PERINAT;2016;570000661;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;293;1799;33;;;0;;;0;0;;0;0;
PERINAT;2016;570000901;570000158;TYPE1;;21;;;;3;1184;134;0;0;0;0;0;0;4149;0;0;0;815;3660;170;1001;2;807;0;8;2;19;;825;1744;5466;99;7;0;1;179;143;97;8;;0;0;0
PERINAT;2016;570026682;570005165;TYPE2;;60;12;6;;6;4632;506;493;16;458;73;0;0;17458;3835;1925;0;3144;14644;630;3863;1;3093;2;51;39;15;;3220;18926;8179;152;55;0;1;1083;1131;600;81;;55;1;601
PERINAT;2016;580780195;580005148;TYPE1;;15;0;0;0;2;437;48;0;0;0;0;0;0;1619;0;0;0;307;1381;67;395;0;307;0;0;0;2;;309;;;;3;0;1;35;161;0;4;0;0;0;0
PERINAT;2016;580972669;580780070;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;281;2298;69;;;0;;;;;;;0;
PERINAT;2016;580972685;580780096;CPPR;;0;;;;;17;13;0;0;0;0;0;0;5;0;0;0;1;1;0;0;0;1;0;0;1;0;;1;2672;4534;1271;1;0;1;179;227;124;8;;1;0;0
PERINAT;2016;580972693;580780039;TYPE2;;34;7;3;;4;1609;110;196;4;71;15;0;0;7065;1758;318;0;1157;5764;234;1630;1;1143;0;14;5;4;;1183;6026;5824;108;9;0;1;182;150;98;11;5;0;0;0
PERINAT;2016;590000121;590780227;TYPE2;;41;6;;;4;2734;407;317;21;0;0;0;0;9716;1767;0;0;1936;8777;323;1880;0;1910;0;26;11;13;;1971;;;;70;1;1;320;299;192;17;;26;0;0
PERINAT;2016;590000428;590781605;TYPE1;;17;;;;3;905;79;0;0;0;0;0;0;3559;0;0;0;573;2933;110;679;0;568;0;5;2;15;;583;7247;1851;384;2;0;1;341;410;265;22;;8;0;0
PERINAT;2016;590000436;590781621;TYPE1;;15;;;;;631;55;0;0;0;0;0;0;2224;0;0;0;465;2028;74;386;0;463;0;2;3;6;;469;;;;4;0;1;177;150;91;7;;2;0;0
PERINAT;2016;590000469;590781662;TYPE1;;14;;;;3;864;67;0;0;0;0;0;0;2949;0;0;0;601;2515;105;526;0;594;0;7;1;12;;612;;;;8;0;1;138;2;95;8;;0;0;0
PERINAT;2016;590000535;590781803;TYPE2;;25;8;6;;3;1533;134;255;13;206;11;0;0;5651;1399;2411;0;1006;4576;181;1034;5;987;0;19;7;2;;1034;1286;8048;90;11;0;1;284;336;211;18;1;2;0;0
PERINAT;2016;590000592;590782165;TYPE1;;26;;;;3;1636;115;0;0;0;0;0;0;6264;0;0;0;1171;5379;224;1371;0;1158;1;13;5;19;0;1184;175;6698;62;5;0;1;322;334;249;20;0;2;0;0
PERINAT;2016;590000618;590782215;TYPE3;;57;14;6;10;7;5358;828;786;13;272;16;205;7;20153;5413;2940;2477;3371;17030;691;5027;24;3289;2;82;38;2;;3433;15139;7151;;43;3;1;828;892;627;201;3;24;0;0
PERINAT;2016;590000758;590782637;TYPE2;;26;8;;;3;1858;203;333;46;0;0;0;0;6833;2077;0;0;1251;5848;208;1384;2;1240;0;11;8;13;;1265;4977;9145;703;45;0;1;719;749;376;45;6;2;0;0
PERINAT;2016;590000774;590782652;TYPE1;;17;;;;3;1208;102;0;0;0;0;0;0;4342;0;0;0;837;3703;119;693;0;825;0;12;1;17;0;853;1473;11342;;5;0;0;0;0;0;0;;2;0;0
PERINAT;2016;590001004;590783239;TYPE2;;32;12;;;4;2738;539;374;34;0;0;0;0;9136;2884;0;0;1645;7769;293;1824;10;1618;0;27;20;15;;1672;;;;28;0;1;629;665;151;37;;15;0;0
PERINAT;2016;590006607;590780193;TYPE3;EXT;104;22;24;16;9;9034;1874;1316;17;565;14;696;30;32237;11598;8122;6024;5545;27394;1048;7679;20;5363;16;182;89;0;;5751;36232;10172;3237;621;48;1;1596;1432;680;114;16;63;1;901
PERINAT;2016;590046538;590781415;TYPE2;;32;12;;;4;1597;57;1446;40;0;0;0;0;6122;6963;0;0;1287;5515;205;1106;2;1262;1;25;7;16;67;1325;;1580;357;14;0;1;718;744;447;41;;1;0;0
PERINAT;2016;590052056;590051801;TYPE2;;25;6;;;3;971;35;136;5;0;0;0;0;4239;1602;0;0;745;3635;183;1138;1;729;0;16;2;7;;761;;;;4;0;0;0;0;0;0;;1;0;0
PERINAT;2016;590780268;590053955;TYPE2;;54;6;;;4;2409;238;265;15;0;0;0;0;9227;1745;0;0;1984;8737;391;2193;5;1937;1;47;9;14;;1993;;;;32;0;0;0;0;0;0;;8;1;727
PERINAT;2016;590782298;590000675;TYPE1;;26;;;;4;1126;112;0;0;0;0;0;0;4305;0;0;0;780;3668;194;1126;4;777;0;3;3;5;;783;;;;3;0;0;0;0;0;0;;9;1;376
PERINAT;2016;590782553;590000741;TYPE1;;43;;;;7;2451;199;0;0;0;0;0;0;9066;0;0;0;1972;8422;433;2113;0;1947;2;25;11;31;;1986;;;;23;0;1;7;0;0;0;;2;0;0
PERINAT;2016;590791562;590782421;TYPE2;;52;14;6;0;6;3495;202;549;21;174;15;0;0;13319;4351;3013;0;2553;11379;478;3007;14;2507;0;46;14;13;0;2606;9758;17763;1888;396;2;1;1005;1121;579;41;4;7;0;0
PERINAT;2016;590797353;590051801;TYPE2;;35;15;6;;4;3057;614;622;31;174;14;0;0;9494;3314;1954;0;1999;8360;287;1568;6;1975;0;24;8;4;;2034;;;;54;0;0;0;0;0;0;;13;0;0
PERINAT;2016;590804696;590781902;TYPE2;;37;6;;;5;2664;396;286;22;0;0;0;0;9184;2189;0;0;1793;8251;256;1509;0;1765;0;28;8;12;9;1832;10544;38924;63;64;0;1;597;654;393;23;0;2;0;0
PERINAT;2016;590813382;590000386;TYPE1;;34;;;;4;1554;60;0;0;0;0;0;0;5210;0;0;0;1337;4800;328;1391;0;1320;1;17;5;20;;1356;;;;13;0;0;0;0;0;0;;5;0;0
PERINAT;2016;590813507;590000485;TYPE1;;21;;;;4;1300;112;0;0;0;0;0;0;4969;0;0;0;877;4077;252;1401;0;870;1;7;5;5;;887;;;;5;0;1;69;69;1;1;;11;0;0
PERINAT;2016;590816310;590000048;TYPE1;;33;;;;;1590;112;0;0;0;0;0;0;5976;0;0;0;1132;4950;226;1154;1;1121;0;11;5;21;;1147;;;;4;0;0;0;0;0;0;;1;0;0
PERINAT;2016;590817839;590053955;TYPE1;;30;;;;5;876;58;0;0;0;0;0;0;3101;0;0;0;589;2621;143;789;0;582;0;7;4;8;;595;;;;4;0;0;0;0;0;0;;0;0;0
PERINAT;2016;600000053;600101984;TYPE2;;36;6;;;5;2342;328;157;6;0;0;0;0;8785;955;0;0;1870;8377;357;1930;0;1841;1;29;12;15;0;1899;6517;3827;0;22;0;1;285;274;225;20;;12;1;247
PERINAT;2016;600000186;600100648;TYPE1;;9;;;;2;469;45;0;0;0;0;0;0;1494;0;0;0;328;1319;49;244;0;327;0;1;3;9;;331;186;3394;36;4;0;1;153;172;103;4;0;9;0;0
PERINAT;2016;600000194;600100713;TYPE2;INT;35;9;6;0;5;2656;104;336;6;114;21;0;0;11876;2936;1081;0;2221;10829;436;2743;1;2189;3;32;10;17;0;2274;6683;9326;118;17;2;1;549;571;370;37;0;3;0;0
PERINAT;2016;600000285;600100721;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;268;2976;;;;0;;0;;;;;;
PERINAT;2016;600000467;600101984;TYPE3;INT;34;6;4;4;4;1971;82;483;25;142;10;118;8;9013;3200;1266;1201;1537;7742;322;2110;10;1502;1;35;11;4;;1582;4074;2705;;19;0;1;285;332;240;18;;1;0;0
PERINAT;2016;600100754;600000228;TYPE1;;23;;;;;1601;96;0;0;0;0;0;0;5886;0;0;0;1331;5404;189;973;0;1320;0;11;4;19;;1347;;;;50;0;0;0;0;0;0;;6;0;0
PERINAT;2016;600113476;600100721;TYPE2;;29;9;6;;4;1912;61;333;8;272;15;0;0;7439;1773;1487;0;1460;6263;309;1647;3;1440;1;20;9;10;;1490;4205;6295;;32;1;1;433;372;313;29;2;7;0;0
PERINAT;2016;610000044;610780074;TYPE1;;12;;;;3;639;59;0;0;0;0;0;0;2300;0;0;0;398;1921;104;606;0;392;0;6;1;8;14;404;1811;3445;;2;0;1;97;103;41;7;;1;0;0
PERINAT;2016;610000051;610780082;TYPE2;;20;6;;;4;1455;107;169;9;0;0;0;0;5072;1035;0;0;1034;4210;196;1024;0;1017;0;17;4;1;0;1060;15250;9335;59;15;0;1;222;243;165;14;0;0;0;0
PERINAT;2016;610000069;610780090;TYPE1;;15;;;;3;1009;148;0;0;0;0;0;0;3313;0;0;0;653;2911;116;645;1;646;0;7;2;7;;661;4620;5569;0;6;0;1;124;88;118;6;;3;0;0
PERINAT;2016;610000119;610780165;TYPE2;;22;8;;;3;1249;104;211;6;0;0;0;0;5432;1467;0;0;955;4976;176;1243;2;945;0;10;7;2;;967;;;;5;0;1;167;192;128;6;;0;0;0
PERINAT;2016;610780116;610790594;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1756;1727;88;;;0;;0;;;;;0;
PERINAT;2016;620000034;620100057;TYPE3;;38;13;11;8;5;3303;560;897;23;365;12;307;10;12713;5229;2962;3466;2119;10568;428;2848;56;2066;1;53;20;1;10;2190;8636;14047;410;21;1;1;720;799;546;44;0;6;0;0
PERINAT;2016;620000224;620100651;TYPE2;;22;6;;;3;1595;343;212;8;0;0;0;0;5346;1398;0;0;922;4565;183;1022;3;911;0;11;11;10;;933;;;;16;0;1;464;483;258;19;;35;0;0
PERINAT;2016;620000257;620100685;TYPE3;;56;12;12;8;6;3142;136;190;5;214;8;166;7;12848;1992;1524;1635;2463;11320;473;2899;4;2411;1;52;47;9;;2516;32456;15044;;59;0;1;926;807;478;62;;30;1;584
PERINAT;2016;620000323;620101337;TYPE3;;42;8;14;11;5;2729;226;435;14;332;5;346;6;12484;2738;3878;4414;1996;10476;364;2757;76;1941;4;55;13;1;;2064;9038;4728;312;15;0;1;349;254;140;55;0;6;1;228
PERINAT;2016;620000349;620101360;TYPE2;;30;6;;;4;2065;268;277;17;0;0;0;0;7678;1596;0;0;1327;6690;218;1406;0;1309;0;18;6;17;;1346;5600;2779;43;8;0;1;291;274;190;9;1;3;0;0
PERINAT;2016;620000653;620103440;TYPE2;;30;12;3;0;4;1592;231;266;6;128;11;0;0;5950;2014;1145;0;1105;5377;222;1443;6;1083;1;22;14;8;0;1127;12843;6573;206;10;0;1;569;607;454;25;0;12;0;0
PERINAT;2016;620003202;620103432;TYPE2;;23;4;;;3;1371;148;147;15;0;0;0;0;5092;852;0;0;973;4568;230;1369;0;962;0;11;4;9;0;984;12124;4208;0;5;0;1;242;271;126;18;0;3;0;0
PERINAT;2016;620003350;620001834;TYPE1;;25;;;;3;1205;94;0;0;0;0;0;0;4333;0;0;0;906;3936;162;827;0;906;0;0;4;17;;907;;;;10;0;0;0;0;0;0;;0;0;0
PERINAT;2016;620025346;620001834;TYPE1;;24;;;;3;1518;196;0;0;0;0;0;0;4987;0;0;0;957;4127;122;640;0;949;0;8;8;18;;969;9094;9453;;17;0;0;0;0;0;0;;1;0;0
PERINAT;2016;620100099;620014779;TYPE1;;21;;;;4;1208;129;0;0;0;0;0;0;4414;0;0;0;917;4051;186;953;0;910;0;7;0;11;;929;;;;6;0;0;0;0;0;0;;0;0;0
PERINAT;2016;620100735;620000265;TYPE1;;28;;;;4;1223;95;0;0;0;0;0;0;4481;0;0;0;777;3499;227;1215;0;770;0;7;2;18;;785;;;;7;0;1;1;6;0;0;;0;0;0
PERINAT;2016;620118513;620002915;TYPE1;;30;;;;4;1325;48;0;0;0;0;0;0;5879;0;0;0;998;4994;256;1641;0;995;0;3;5;17;;1009;;;;5;0;1;97;0;0;0;;9;1;124
PERINAT;2016;630000412;630780997;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;324;15966;70;;;1;17;8;15;0;;0;0;
PERINAT;2016;630000420;630781003;TYPE1;;18;0;0;0;2;795;74;0;0;0;0;0;0;2923;0;0;0;581;2644;96;515;0;576;0;5;2;3;0;586;;2787;39;6;0;1;202;248;146;5;0;7;0;0
PERINAT;2016;630000446;630781029;TYPE1;;11;;;;2;582;45;0;0;0;0;0;0;2248;0;0;0;428;1971;74;471;0;426;0;2;0;2;;432;1056;3481;;24;0;1;113;116;91;2;;0;0;0
PERINAT;2016;630781268;630780989;TYPE3;;72;21;12;10;9;4978;297;625;7;227;5;343;14;22817;7975;3814;2782;3865;20009;743;5110;5;3755;5;110;48;13;13;4002;10786;19036;255;34;0;1;1103;1068;295;92;7;27;1;654
PERINAT;2016;630781839;630000826;TYPE2;;71;6;;;6;2431;247;151;20;0;0;0;0;9967;898;0;0;1867;8764;358;2092;3;1851;0;16;7;13;;1888;;;;9;0;1;269;250;145;10;;27;1;300
PERINAT;2016;640000162;640780417;TYPE3;INT;35;10;4;6;5;2861;117;435;20;162;5;153;9;11539;1651;1754;1880;2297;10056;285;2097;18;2237;2;60;22;3;;2369;9800;6179;;311;128;1;595;655;248;31;1;21;0;0
PERINAT;2016;640000402;640780813;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;707;1829;;0;0;1;50;50;50;0;;0;0;0
PERINAT;2016;640000410;640780821;TYPE1;;5;;;;2;190;25;0;0;0;0;0;0;631;0;0;0;135;527;27;141;0;134;0;1;0;3;;137;816;265;2;10;0;1;33;;25;1;;13;0;0
PERINAT;2016;640000600;640781290;TYPE3;;30;8;3;6;4;2154;197;171;8;62;8;163;14;9007;2000;868;1870;1620;7568;336;2433;34;1578;3;42;16;4;4;1668;11944;4843;256;168;0;1;520;627;181;40;;9;0;0
PERINAT;2016;640015921;640780821;TYPE1;;0;;;;0;183;28;0;0;0;0;0;0;655;0;0;0;135;620;23;134;0;135;0;0;1;0;;135;1109;280;34;5;0;1;43;52;30;0;;11;0;0
PERINAT;2016;640017646;640017638;TYPE1;;7;;;;2;379;46;0;0;0;0;0;0;1121;0;0;0;281;1035;49;255;0;281;0;0;0;2;;281;4653;12370;;56;0;1;9;6;9;0;;0;0;0
PERINAT;2016;640018206;640012209;TYPE1;;24;;;;6;1495;114;0;0;0;0;0;0;5575;0;0;0;1190;4930;235;1328;0;1167;1;23;7;14;;1217;;;;51;0;1;134;57;0;4;;6;1;273
PERINAT;2016;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;570;;;;0;;;;;;;0;
PERINAT;2016;640780946;640000469;TYPE1;;39;;;;5;1900;143;0;0;0;0;0;0;8294;0;0;0;1526;7166;282;1801;1;1499;1;27;7;6;;1557;;;;24;0;1;118;101;89;1;;17;1;404
PERINAT;2016;650000045;650780158;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;23;54;15;0;;1;0;0
PERINAT;2016;650000417;650783160;TYPE2;EXT;21;6;3;;3;1420;117;168;11;50;3;0;0;5510;1426;174;0;986;4725;239;1529;11;968;0;18;6;2;0;1025;10734;2475;237;18;0;1;308;319;197;13;;37;0;0
PERINAT;2016;650780679;650000243;TYPE1;;23;;;;3;1119;102;0;0;0;0;0;0;4304;0;0;0;849;3801;176;984;0;838;0;11;3;5;;860;;;;8;0;1;178;220;111;7;;0;0;0
PERINAT;2016;650784218;650780174;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1034;2392;;0;0;1;1;7;1;0;;1;0;0
PERINAT;2016;660000084;660780180;TYPE3;EXT;44;17;5;6;4;2989;477;533;11;175;6;159;6;13997;5710;1289;2114;1925;11087;413;3597;8;1877;0;48;15;2;6;2011;14920;9574;507;52;0;1;1330;1241;978;101;2;36;0;0
PERINAT;2016;660780669;660000324;TYPE1;;48;;;;4;1829;174;0;0;0;0;0;0;6985;0;0;0;1389;6116;259;1426;0;1381;1;8;3;13;;1397;;;;31;0;1;342;256;250;6;;14;0;0
PERINAT;2016;660780784;660000407;TYPE1;;24;;;;3;1596;127;0;0;0;0;0;0;6300;0;0;0;1218;5686;223;1315;0;1205;0;13;10;0;;1231;;;;24;0;1;99;129;33;9;;29;1;240
PERINAT;2016;670000082;670780147;TYPE1;;30;;;;6;1611;186;0;0;0;0;0;0;5439;0;0;0;1251;4947;234;1113;21;1239;0;12;3;6;;1265;;;;42;0;1;152;192;111;3;;0;0;0
PERINAT;2016;670000157;670780337;TYPE2;;43;6;4;;5;2079;124;346;10;183;14;0;0;8238;1896;789;0;1423;6605;254;1645;2;1400;0;23;5;5;;1453;;;;41;0;1;316;296;273;13;;17;0;0
PERINAT;2016;670000165;670780345;TYPE2;;16;4;;;3;1204;156;193;15;0;0;0;0;3697;971;0;0;827;3237;137;778;2;818;0;9;7;4;;836;;;;25;0;1;150;166;124;4;;6;0;0
PERINAT;2016;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;2273;88;;;0;;;;;;;0;
PERINAT;2016;670000272;670780543;TYPE1;;10;;;;2;447;56;0;0;0;0;0;0;1556;0;0;0;318;1355;47;242;0;314;0;4;1;4;;323;7292;2880;;22;0;1;58;48;48;4;;0;0;0
PERINAT;2016;670000397;670017755;TYPE1;;22;;;;3;1329;141;0;0;0;0;0;0;4538;0;0;0;975;4068;134;729;0;967;0;8;4;10;0;991;17468;4500;26;38;0;1;214;222;213;3;0;7;0;0
PERINAT;2016;670000405;670017755;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;59;1328;80;;;1;;5;;;0;;0;
PERINAT;2016;670780113;670780055;TYPE2;;40;6;;;9;4344;423;468;26;0;0;0;0;14753;1974;0;0;3276;13053;528;2670;11;3235;4;41;51;26;;3334;13105;12893;;297;37;1;982;853;751;55;;37;1;1074
PERINAT;2016;670780212;670014604;TYPE2;;38;6;;;6;1985;117;220;19;0;0;0;0;7898;695;0;0;1691;7419;384;2155;38;1676;0;15;5;9;;1706;;;;63;0;0;0;0;0;0;;0;0;0
PERINAT;2016;670783273;670780055;TYPE3;EXT;56;19;18;16;9;4377;386;800;32;530;33;401;40;17670;6229;5135;4175;2920;14446;659;5294;78;2819;6;101;32;25;;3044;14010;9242;;166;15;1;816;845;764;38;14;14;0;0
PERINAT;2016;670798636;670014604;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2016;680000320;680000643;TYPE2;;42;6;;;4;2400;187;240;16;0;0;0;0;9526;1176;0;0;1824;8515;453;2721;0;1798;0;26;11;9;;1850;;;;20;0;0;0;0;0;0;;3;0;0
PERINAT;2016;680000494;680000643;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;353
PERINAT;2016;680000544;680000395;TYPE1;;10;;;;2;503;44;0;0;0;0;0;0;1707;0;0;0;406;1593;84;418;0;406;0;0;1;5;;406;;2569;114;26;0;1;116;96;99;3;;0;0;0
PERINAT;2016;680000601;680020336;TYPE1;;12;;;;3;544;59;0;0;0;0;0;0;1897;0;0;0;374;1655;60;332;0;372;0;2;0;5;0;377;6308;1984;;8;0;1;106;118;98;6;1;0;0;0
PERINAT;2016;680000627;680020336;TYPE3;EXT;58;16;9;6;8;3901;298;516;12;182;6;236;32;16482;3735;2698;2118;2657;13691;628;4813;9;2592;4;65;24;6;;2766;25216;5905;;35;0;1;979;979;842;67;7;15;0;0
PERINAT;2016;680000700;680001005;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;14;;;;;;
PERINAT;2016;680001195;680000643;TYPE1;;20;;;;3;902;50;0;0;0;0;0;0;3325;0;0;0;794;3202;135;668;0;791;0;3;1;5;;799;5045;4969;427;25;0;0;0;0;0;0;;0;0;0
PERINAT;2016;680001245;680000973;TYPE2;INT;46;12;6;;5;2620;238;432;19;119;8;0;0;10671;3046;1373;0;1940;9575;385;2545;0;1894;2;46;8;4;;1999;18437;13898;184;28;1;1;485;540;290;32;2;0;0;0
PERINAT;2016;680020088;680020062;TYPE1;;10;0;0;0;2;467;50;0;0;0;0;0;0;1632;0;0;0;326;1465;89;506;0;325;0;1;1;3;;340;;;;9;0;1;26;0;26;0;0;2;0;0
PERINAT;2016;690000013;690780036;TYPE1;;14;;;;3;1319;89;0;0;0;0;0;0;4271;0;0;0;1042;3882;183;949;11;1038;0;4;5;10;0;1055;1493;5342;76;104;0;1;97;116;67;0;;0;0;0
PERINAT;2016;690000021;690780044;TYPE1;;23;;;;4;1615;149;0;0;0;0;0;0;6148;0;0;0;1228;5376;230;1309;1;1219;0;9;4;16;;1242;;;;15;0;1;175;150;101;3;;0;0;0
PERINAT;2016;690000575;690782222;TYPE2;;26;9;9;;4;2576;142;258;12;213;7;0;0;10753;1891;2680;0;2018;9251;370;2635;3;1983;1;35;3;17;;2081;20922;3782;63;59;0;1;355;350;239;22;;0;0;0
PERINAT;2016;690000625;690782271;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;92;93;64;1;0;0;0;0
PERINAT;2016;690007539;690781810;TYPE3;;93;32;18;14;8;6487;784;496;11;499;13;499;17;29711;6280;6450;4680;4375;24478;914;7283;27;4179;15;196;91;82;;4586;13429;;;123;5;1;1122;1237;625;105;;114;1;1396
PERINAT;2016;690022959;690000732;TYPE2;;78;15;0;0;8;4610;295;423;20;0;0;0;0;21394;4503;0;0;3691;19013;1055;7318;19;3636;0;55;11;18;;3746;;;;17;0;1;498;432;197;21;2;21;1;673
PERINAT;2016;690780150;690000104;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4115;1581;52;;;0;;0;;;;;0;
PERINAT;2016;690780358;690000195;TYPE2;;70;9;;;10;3243;226;232;12;0;0;0;0;12730;2301;0;0;2737;11531;421;2737;29;2689;1;48;10;132;;2795;;;;30;0;0;0;0;0;0;;9;1;831
PERINAT;2016;690780390;690000229;TYPE1;;18;;;;3;681;57;0;0;0;0;0;0;2536;0;0;0;500;2162;120;726;0;499;0;1;1;3;;501;;;;3;0;0;0;0;0;0;;2;0;0
PERINAT;2016;690780416;690031190;TYPE1;;30;;;;5;2241;121;0;0;0;0;0;0;8466;0;0;0;1820;7467;402;2278;2;1807;1;13;8;34;;1833;;;;85;0;1;128;122;36;3;;0;0;0
PERINAT;2016;690782834;690000724;TYPE1;;20;;;;4;1099;80;0;0;0;0;0;0;3863;0;0;0;880;3473;155;796;0;876;1;4;2;13;;894;;;;8;0;0;0;0;0;0;;0;1;442
PERINAT;2016;690783154;690781810;;;0;;;;;5;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1496;1492;654;20;17;0;0;0
PERINAT;2016;690784137;690781810;TYPE2;;43;12;9;;5;3256;475;249;2;288;12;0;0;12739;4233;2909;0;2140;10168;512;3462;24;2087;1;53;27;12;;2268;7454;8887;;33;2;1;507;520;147;75;1;47;0;0
PERINAT;2016;690784152;690781810;TYPE3;EXT;76;33;18;15;7;5568;713;498;19;375;10;364;13;24112;5537;5766;4927;4091;20210;842;6470;36;3956;5;135;54;19;;4258;;8936;;108;1;1;968;1001;403;82;10;69;0;0
PERINAT;2016;690805361;690805353;TYPE1;;27;;;;6;2555;237;0;0;0;0;0;0;7866;0;0;0;2125;7450;309;1374;2;2111;0;14;14;15;0;2145;8928;7928;94;149;1;0;0;0;0;0;;4;0;0
PERINAT;2016;690807367;690003447;TYPE1;;20;;;;3;1097;80;0;0;0;0;0;0;4297;0;0;0;887;3779;215;1279;0;875;0;12;4;16;;903;;;;21;0;0;0;0;0;0;;1;0;0
